,data,numArticles,neutral,positive,negative
278,2012-06-27,3,0.13561316,0.49501756,0.36936924
279,2012-02-29,1,0.054258168,0.034145,0.91159683
280,2011-07-18,1,0.037458688,0.90410316,0.058438122
281,2011-08-11,2,0.06451689,0.09598066,0.83950245
282,2012-01-23,1,0.084866636,0.7004126,0.2147208
283,2011-07-11,1,0.03642753,0.01214117,0.9514313
284,2013-06-08,2,0.480617,0.4839095,0.035473537
285,2013-06-07,32,0.3362192,0.2995273,0.36425352
286,2013-05-31,23,0.41006848,0.21139885,0.3785327
287,2013-06-01,1,0.5112337,0.032631256,0.456135
288,2013-05-29,31,0.32279173,0.30184337,0.37536502
289,2013-05-27,13,0.45739034,0.28537023,0.25723943
290,2013-05-20,21,0.45695496,0.27775574,0.26528925
291,2013-05-18,1,0.85952455,0.09252477,0.047950666
292,2013-05-17,19,0.36806035,0.31787682,0.31406283
293,2013-05-16,34,0.34792054,0.18684518,0.4652343
294,2013-05-14,22,0.43084174,0.22498965,0.34416854
295,2013-05-12,12,0.5669264,0.24406375,0.18900979
296,2013-05-11,1,0.13047229,0.100743994,0.7687837
297,2013-05-03,26,0.38601115,0.3004429,0.31354597
298,2013-05-04,1,0.86258864,0.064585775,0.07282562
299,2013-04-21,11,0.39808205,0.1891014,0.41281664
300,2013-04-19,17,0.5081482,0.102654316,0.3891975
301,2013-04-14,14,0.6012324,0.17073119,0.22803637
302,2013-04-13,1,0.2384517,0.10002225,0.66152596
303,2013-04-12,23,0.47169822,0.1771325,0.3511693
304,2013-04-09,23,0.3260088,0.32937837,0.34461287
305,2013-04-07,10,0.36225373,0.057589293,0.580157
306,2013-03-29,17,0.47661006,0.3618232,0.16156666
307,2013-03-31,6,0.1956677,0.48535958,0.3189727
308,2013-03-17,6,0.48749146,0.036232203,0.47627628
309,2013-03-12,22,0.4205581,0.26282498,0.31661686
310,2013-03-09,2,0.43490988,0.13953473,0.4255554
311,2013-03-03,8,0.62881505,0.20877486,0.16241014
312,2013-03-01,20,0.56133753,0.100494884,0.33816758
313,2013-02-23,22,0.4783921,0.1802542,0.34135377
314,2013-02-22,9,0.6053404,0.16115747,0.23350208
315,2013-02-10,8,0.58636737,0.16337726,0.2502554
316,2013-02-08,24,0.48901257,0.19505288,0.3159346
317,2013-02-01,25,0.52392614,0.17560174,0.30047208
318,2013-02-02,1,0.46895128,0.17111555,0.35993314
319,2013-01-26,1,0.088379145,0.24839704,0.6632238
320,2013-01-19,1,0.22942677,0.74094886,0.02962429
321,2013-01-13,11,0.48854983,0.1820129,0.32943723
322,2013-01-12,4,0.5521727,0.19979374,0.24803355
323,2013-01-08,23,0.21561214,0.31482518,0.46956265
324,2013-01-07,20,0.4966689,0.20979746,0.2935337
325,2013-01-06,14,0.45366886,0.16976056,0.3765705
