UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Joel Herron,@h3r2on,2010-01-25T22:49:02.000Z,"Joel Herron
@h3r2on
·
2010年1月26日","@smithj90
 or maybe the issue is your #BAC up there in sloshkosh cause it definitely adds up",,,,,[],https://twitter.com/h3r2on/status/8210465231
"Dear Diary,",@PoeticFiction,2010-01-25T04:33:47.000Z,"Dear Diary,
@PoeticFiction
·
2010年1月25日","RT @ShesABadBytch Fuck them! Haha RT 
@faith268
 Facebook is going to start charging in July...they are talking about it on the news now. #bac",,,,,[],https://twitter.com/PoeticFiction/status/8179358241
Bacon,@Baconfeed,2010-01-26T22:28:41.000Z,"Bacon
@Baconfeed
·
2010年1月27日","RT 
@sexbiscuit
: 
@gidgetwidget
 Elvis is making a peanut butter and banana sandwich. // No bacon? #bacon #bacon #bac... http://bit.ly/ctbRIt",,,,,[],https://twitter.com/Baconfeed/status/8253322240
ZenSeo,@ZenSeo,2010-01-26T12:46:14.000Z,"ZenSeo
@ZenSeo
·
2010年1月26日",RT @JimmyMason2010Free Download - Over 3000 Auto-Backlinking Sites! http://goo.gl/fb/MgwE #traffic #seo #bac... http://tinyurl.com/yaca9vo,,,,,[],https://twitter.com/ZenSeo/status/8233691380
Bacon,@Baconfeed,2010-01-26T05:51:22.000Z,"Bacon
@Baconfeed
·
2010年1月26日","@jbtaylor
 dude you can't kill my theory. If anything is bringing a #vegetarian back to meat, it's going to be #bac... http://bit.ly/8fTTkZ",,,,,[],https://twitter.com/Baconfeed/status/8224848770
onlyjayraw,@onlyjayraw,2010-01-27T15:32:06.000Z,"onlyjayraw
@onlyjayraw
·
2010年1月27日","RT 
@MILK85
 Mrng CI heads 
@lohead67
 @g4getsitin31 @Livin_Gud_Rob 
@gotwatuneed
 @starjay
 @kimzee1017 
@kapostatus
 @djjayraw 
@elmodel
..#bac@ya",,,,,[],https://twitter.com/onlyjayraw/status/8283014402
stockNALYSIS.com,@stocknalysis,2010-01-27T13:04:33.000Z,"stockNALYSIS.com
@stocknalysis
·
2010年1月27日",don't be the last person to miss out on the top that is #BAC. time to sell,,,,,[],https://twitter.com/stocknalysis/status/8278068555
Bacon,@Baconfeed,2010-01-27T04:43:26.000Z,"Bacon
@Baconfeed
·
2010年1月27日","@Jeremyleee
 any  #bacon #bacon #bacon #bacon #bacon is amazing! Especially of your body! #bacon #bacon #bacon #bac... http://bit.ly/bvRTF2",,,,,[],https://twitter.com/Baconfeed/status/8266740277
Ethan Draddy,@EthanDraddy,2010-01-27T03:56:52.000Z,"Ethan Draddy
@EthanDraddy
·
2010年1月27日","RT 
@Casey_Snyder
 Ramping up for an awesome #BSA100 #BAC Volunteer Recognition Dinner on Thur Jan 28, 2010! Over 610 attending + climbing.
1",,,1,,[],https://twitter.com/EthanDraddy/status/8265156457
Casey Snyder,@Casey_Snyder,2010-01-27T00:02:32.000Z,"Casey Snyder
@Casey_Snyder
·
2010年1月27日","Ramping up for an awesome #BAC Volunteer Recognition Dinner on Thursday Jan 28, 2010!  Over 610 attending and climbing.",,,,,[],https://twitter.com/Casey_Snyder/status/8256646821
Bacon,@Baconfeed,2010-01-28T22:15:10.000Z,"Bacon
@Baconfeed
·
2010年1月29日","@bacondevil
 or just paired with a morning glory poutine (topped with bacon) for the full package...we do love #bac... http://bit.ly/acsufP",,,,,[],https://twitter.com/Baconfeed/status/8340675682
Bob Greenfest,@BobGreenfest,2010-01-28T12:37:58.000Z,"Bob Greenfest
@BobGreenfest
·
2010年1月28日",Attending #BAC CEO Roundtable this morning.  Hope to gather some good take aways.,,,,,[],https://twitter.com/BobGreenfest/status/8320816003
Bacon,@Baconfeed,2010-01-28T00:56:17.000Z,"Bacon
@Baconfeed
·
2010年1月28日","@hobonora
 @Mikeachim
 #hashtaghell - sizzles, like #iBacon, #cheesyhumor- and I can't believe there's really a #bac... http://bit.ly/bnTd5R",,,,,[],https://twitter.com/Baconfeed/status/8302337466
Pfeifer,@fbonacci,2010-02-01T14:22:32.000Z,"Pfeifer
@fbonacci
·
2010年2月1日","@TonyFratto
, 
@moorehn
 Superman, Ironman & The Green Hornent could not right the mishagas of #BAC/ML",,,,,[],https://twitter.com/fbonacci/status/8499976916
Deena,@deenarandy,2010-02-02T19:37:13.000Z,"Deena
@deenarandy
·
2010年2月3日",#BAC home loans management need to fix their problems so we can pay mortgages online,,,,,[],https://twitter.com/deenarandy/status/8554938564
Deena,@deenarandy,2010-02-02T19:36:24.000Z,"Deena
@deenarandy
·
2010年2月3日",#BAC home loans used to be Countrywide; now you can't even pay online without wasting time and stupid charges; wasted 40 min today,,,,,[],https://twitter.com/deenarandy/status/8554912177
Money News,@Money_News,2010-02-04T17:43:21.000Z,"Money News
@Money_News
·
2010年2月5日","NY AG: Merrill deal was fraud. Whoops, Ken Lewis not getting to relax in retirement. #bac #merrill http://bit.ly/9y8pzA",,,,,[],https://twitter.com/Money_News/status/8640960190
Bacon,@Baconfeed,2010-02-04T14:25:18.000Z,"Bacon
@Baconfeed
·
2010年2月4日",Bacon iPhone Apps Are Great: Until You Try To Eat The Screen http://su.pr/2gkpqa #digg http://digg.com/d3zDLv #bac... http://bit.ly/czLQnR,,,,,[],https://twitter.com/Baconfeed/status/8633783016
Rui Figueiredo,@Rui_Figs,2010-02-09T15:04:19.000Z,"Rui Figueiredo
@Rui_Figs
·
2010年2月9日",RT @LAmovieexaminer The Bachelor bombshell shocker is revealed. Did Ali's employer stand in the way of true love?: http://bit.ly/biVtH7 #Bac,💎,,,,[],https://twitter.com/Rui_Figs/status/8857702988
ForexDudes,@ForexDudes,2010-02-09T12:00:53.000Z,"ForexDudes
@ForexDudes
·
2010年2月9日",CIT Group Hires Former Merrill Chief John Thain As New CEO « Money... #bac #cit #contributor #externalresearch #financial #stocks #usa,,,,,[],https://twitter.com/ForexDudes/status/8851657833
FL Criminal Lawyers,@1800FIGHTIT,2010-02-10T19:26:14.000Z,"FL Criminal Lawyers
@1800FIGHTIT
·
2010年2月11日",Prominent #Tallahassee surgeon charged with #DUI with a #BAC of 0.285.  http://bit.ly/9aj0TI,,,,,[],https://twitter.com/1800FIGHTIT/status/8915058658
ForexDudes,@ForexDudes,2010-02-10T19:01:22.000Z,"ForexDudes
@ForexDudes
·
2010年2月11日",S&P Lowers Outlook On BofA And Citi « Zacks Investment Research » #bac #c #contributor #economy #externalresearch #stocks,,,,,[],https://twitter.com/ForexDudes/status/8914094397
►,@Rumpelthinking,2010-02-11T17:29:41.000Z,"►
@Rumpelthinking
·
2010年2月12日","It's up to me now, turn off the bright lights #BAC",,,,,[],https://twitter.com/Rumpelthinking/status/8969843920
ForexDudes,@ForexDudes,2010-02-11T07:00:39.000Z,"ForexDudes
@ForexDudes
·
2010年2月11日",Bernanke On Exit Strategy « Zacks Investment Research » #bac #contributor #economy #externalresearch #fnm #fre #stocks #usa,,,,,[],https://twitter.com/ForexDudes/status/8951154225
Bacon,@Baconfeed,2010-02-12T19:22:08.000Z,"Bacon
@Baconfeed
·
2010年2月13日",Tweet to win some iBacon Love this Valentines Day! Contest details at www.g-monkeyproductions.com !  #contest #bac... http://bit.ly/9P15nV,,,,,[],https://twitter.com/Baconfeed/status/9022072028
Bacon,@Baconfeed,2010-02-12T17:47:53.000Z,"Bacon
@Baconfeed
·
2010年2月13日",Tweet to win some iBacon Love this Valentines Day! Contest details at www.g-monkeyproductions.com !  #contest #bac... http://bit.ly/bRysnV,,,,,[],https://twitter.com/Baconfeed/status/9018594746
Bacon,@Baconfeed,2010-02-12T12:33:41.000Z,"Bacon
@Baconfeed
·
2010年2月12日","RT 
@billshrink
 Valentine's Day: By the Numbers http://bit.ly/aEkazr :: (personally I would be happy with some #bac... http://bit.ly/9MlymP",,,,,[],https://twitter.com/Baconfeed/status/9006579858
Bacon,@Baconfeed,2010-02-13T14:57:19.000Z,"Bacon
@Baconfeed
·
2010年2月13日",Tweet to win some iBacon Love this Valentines Day! Contest details at www.g-monkeyproductions.com !  #contest #bac... http://bit.ly/dCgnOy,,,,,[],https://twitter.com/Baconfeed/status/9057933872
Bacon,@Baconfeed,2010-02-13T03:15:36.000Z,"Bacon
@Baconfeed
·
2010年2月13日","Would be stunning, after the OBVIOUS expense of NBC, that SCB would be the first to remind us all of CANADIAN #BAC... http://bit.ly/cWFkbX",,,,,[],https://twitter.com/Baconfeed/status/9039253721
Jay Scott,@JaySc0tt_,2010-02-13T00:21:33.000Z,"Jay Scott
@JaySc0tt_
·
2010年2月13日",OK #BAC.....I see ya!,,,,,[],https://twitter.com/JaySc0tt_/status/9032629777
Albert Lang,@AlbertLeRoi,2010-02-14T19:40:58.000Z,"Albert Lang
@AlbertLeRoi
·
2010年2月15日","for so many reasons, #JackBauer being the voice of Bank of America (#BAC), makes complete and utter sense",,,,,[],https://twitter.com/AlbertLeRoi/status/9109483170
handsome ja,@money_pussy_ja,2010-02-17T17:53:46.000Z,"handsome ja
@money_pussy_ja
·
2010年2月18日",Giirls are funny omg yuh guys kiill me skool taken 4h eva 2wo cum #BAC TO THE OLD JA,,,,,[],https://twitter.com/money_pussy_ja/status/9243872914
ForexDudes,@ForexDudes,2010-02-18T09:50:55.000Z,"ForexDudes
@ForexDudes
·
2010年2月18日",Printing Of More Paper Debt In Both America And... http://bit.ly/9HsN62 #bac #contributor #economy #eurozone #externalresearch #uk #usa,,,,,[],https://twitter.com/ForexDudes/status/9277405458
Alfred,@MrArich,2010-02-19T17:14:24.000Z,"Alfred
@MrArich
·
2010年2月20日",One more class then need to get prepared for a weekend in atl with the #bac crew.,,,,,[],https://twitter.com/MrArich/status/9343886540
Bacon,@Baconfeed,2010-02-19T15:54:53.000Z,"Bacon
@Baconfeed
·
2010年2月19日","Wer das liest, ist ein A*loch -> do NOT follow me!!! I am Twitter #spam !!!x #love #fun #hot #cool #lol #rofl #bac... http://bit.ly/cmGx5n",,,,,[],https://twitter.com/Baconfeed/status/9340321343
Richard W. Mankhey,@bobalouie,2010-02-19T05:16:15.000Z,"Richard W. Mankhey
@bobalouie
·
2010年2月19日","回复 
@mikesica
@mikesica
 Why is that a factor? #BAC",,,,,[],https://twitter.com/bobalouie/status/9321226118
Dz_sw@g2s+ronG,Dz_sw@g2s+ronG,2010-02-19T02:03:24.000Z,"Dz_sw@g2s+ronG
@_R3alslixxk
·
2010年2月19日","#bac !!! that sood was awesome nd o made it myself a, a fuqqin cheif",,,,,[],https://twitter.com/_R3alslixxk/status/9313490198
ForexDudes,@ForexDudes,2010-02-19T01:52:01.000Z,"ForexDudes
@ForexDudes
·
2010年2月19日",Wells Fargo Doubles HAMP Feat http://bit.ly/dujH7s #bac #c #contributor #economy #externalresearch #fcfc #ocn #stocks #usa #usb #wfc,,,,,[],https://twitter.com/ForexDudes/status/9313012084
ForexDudes,@ForexDudes,2010-02-19T01:50:34.000Z,"ForexDudes
@ForexDudes
·
2010年2月19日","The Hunter To Become The Hunted? Judge Jed Rakoff, SEC’s Mary Schapiro And... #bac #contributor #externalresearch #financial #stocks #usa",,,,,[],https://twitter.com/ForexDudes/status/9312953115
itslikeKahlua,@itslikeKahlua,2010-02-20T23:10:00.000Z,"itslikeKahlua
@itslikeKahlua
·
2010年2月21日",#TAG #BAC #CAL #FUK #BAL #BAM *inside joke*,,,,,[],https://twitter.com/itslikeKahlua/status/9402956826
"Traynor Woes (""Trader Joes"" Pun)",@traynor3,2010-02-20T20:53:58.000Z,"Traynor Woes (""Trader Joes"" Pun)
@traynor3
·
2010年2月21日","@thejustpete
 thank you for playing Doves on the latest #BAC episode. And thank you for not playing Third Day on any episode.",,,,,[],https://twitter.com/traynor3/status/9398578117
ForexDudes,@ForexDudes,2010-02-21T20:01:55.000Z,"ForexDudes
@ForexDudes
·
2010年2月22日",WSJ Lambasts SEC’s Mary Schapiro And FINRA Regarding Its Lack Of... #bac #contributor #economy #externalresearch #financial #stocks #usa,,,,,[],https://twitter.com/ForexDudes/status/9442218017
Bacon,@Baconfeed,2010-02-22T09:35:46.000Z,"Bacon
@Baconfeed
·
2010年2月22日","Welcome to #Ditch the #Diet week on 
@DaveMonkShow
 on BBC #Essex!  First up: does everything taste better with #bac... http://bit.ly/cxJ6rk",,,,,[],https://twitter.com/Baconfeed/status/9469618379
mysouthend,@mysouthend,2010-02-22T09:30:56.000Z,"mysouthend
@mysouthend
·
2010年2月22日","Welcome to #Ditch the #Diet week on 
@DaveMonkShow
 on BBC #Essex!  First up: does everything taste better with #bac... http://bit.ly/cxJ6rk",,,,,[],https://twitter.com/mysouthend/status/9469507844
ForexDudes,@ForexDudes,2010-02-23T08:02:52.000Z,"ForexDudes
@ForexDudes
·
2010年2月23日",Treasury Sells Warrants... http://bit.ly/cR6O4X #bac #cof #contributor #economy #externalresearch #jpm #sbny #stocks #tcb #tcbi #usa #wfsl,,,,,[],https://twitter.com/ForexDudes/status/9517196970
Charli Chipman,@E_Oil_Smarts,2010-02-23T04:07:28.000Z,"Charli Chipman
@E_Oil_Smarts
·
2010年2月23日",I have rubber legs...the exercise class at #BAC was killer!,,,,,[],https://twitter.com/E_Oil_Smarts/status/9510465285
Bounty Of Beads (BAN ASSAULT WEAPONS NOWNOW,@bountyofbeads2,2010-02-23T03:42:13.000Z,"Bounty Of Beads (BAN ASSAULT WEAPONS NOWNOW
@bountyofbeads2
·
2010年2月23日",Judge lets Bank of America settle with SEC - CharlotteObserver.com http://bit.ly/9PaJXS #bac #crooks,🧡,,,,[],https://twitter.com/bountyofbeads2/status/9509475205
Dave Harvey,@BBCBusinessDave,2010-02-24T09:57:22.000Z,"Dave Harvey
@BBCBusinessDave
·
2010年2月24日",http://shozu.com/t/d87 - Bristol car at filtonA - #bac,,,,,[],https://twitter.com/BBCBusinessDave/status/9569760406
Mighty,@mightygreenback,2010-02-24T08:20:47.000Z,"Mighty
@mightygreenback
·
2010年2月24日","RT Stock Market News Briefs: Bank Of America Corporation,... #bac #cpb #db #hd #hon #ltd #m #mdt #mil #odp #palm #s... http://ow.ly/16EmmQ",,,,,[],https://twitter.com/mightygreenback/status/9567596387
ForexDudes,@ForexDudes,2010-02-24T08:03:07.000Z,"ForexDudes
@ForexDudes
·
2010年2月24日","Stock Market News Briefs: Bank Of America Corporation,... #bac #cpb #db #hd #hon #ltd #m #mdt #mil #odp #palm #shld #tmo #ubs #usa #wmt",,,,,[],https://twitter.com/ForexDudes/status/9567202003
ForexDudes,@ForexDudes,2010-02-24T08:01:46.000Z,"ForexDudes
@ForexDudes
·
2010年2月24日",Housing Prices Show Small Rise http://bit.ly/aaRvxg #bac #contributor #economy #externalresearch #fnm #fre #mtg #stocks #usa,,,,,[],https://twitter.com/ForexDudes/status/9567170703
ForexDudes,@ForexDudes,2010-02-25T20:01:11.000Z,"ForexDudes
@ForexDudes
·
2010年2月26日",MetLife Seeks $5B Loan For... http://bit.ly/duqncn #aig #bac #contributor #cs #db #economy #externalresearch #hbc #jpm #met #stocks #usa,,,,,[],https://twitter.com/ForexDudes/status/9640862237
#DMV,@DMVBot,2010-02-25T09:31:07.000Z,"#DMV
@DMVBot
·
2010年2月25日","RT 
@MarkTheSecond
 RT 
@RedlightMG
: everyone follow 
@backtopluto
 and check out their blog at www.backtopluto.com #bac... http://bit.ly/agDtmr",,,,,[],https://twitter.com/DMVBot/status/9618922254
Pradeep,@prchan,2010-02-25T02:59:02.000Z,"Pradeep
@prchan
·
2010年2月25日",Ken Lewis (CEO of #BAC) has taken home $148.8 million from cash and stock sales since 2001. Also took $135 M in retirement benefit #OMG,,,,,[],https://twitter.com/prchan/status/9607176019
Money News,@Money_News,2010-02-26T22:40:30.000Z,"Money News
@Money_News
·
2010年2月27日",My favorite story today: Ken Lewis got stiffed on pay in 2009. #bac #banks #sayonpay #lewis http://bit.ly/9EeFnk,,,,,[],https://twitter.com/Money_News/status/9700193852
RayyahSunshine,@RayyahSunshine,2010-02-27T20:57:57.000Z,"RayyahSunshine
@RayyahSunshine
·
2010年2月28日","#getemouttahere RT 
@Kalia_Marie
: I really despise #BAC. I mean, not a single positive feeling can be found.",,,,,[],https://twitter.com/RayyahSunshine/status/9745291304
itslikeKahlua,@itslikeKahlua,2010-02-27T20:48:32.000Z,"itslikeKahlua
@itslikeKahlua
·
2010年2月28日","I really despise #BAC. I mean, not a single positive feeling can be found.",,,,,[],https://twitter.com/itslikeKahlua/status/9744975116
Simon Fugard-Gous,@fugz01,2010-02-27T11:23:03.000Z,"Simon Fugard-Gous
@fugz01
·
2010年2月27日",At the home of the chicken pie... With an epic crowd. What a freaking legend morning of rafting. Love it #bac http://tweetphoto.com/12679061,,,,,[],https://twitter.com/fugz01/status/9725247116
Bacon,@Baconfeed,2010-02-27T02:16:25.000Z,"Bacon
@Baconfeed
·
2010年2月27日","#GetLowGetLowGetLow RT 
@nickmarschel
: RT 
@duchess_rebecca
: .
@nickmarschel
 http://bit.ly/brZAVP // this little #Bac... http://bit.ly/cdya2g",,,,,[],https://twitter.com/Baconfeed/status/9708868150
Slug$,@elSlvgs,2010-02-28T22:30:39.000Z,"Slug$
@elSlvgs
·
2010年3月1日",#BaC FrOm Kp !,,,,,[],https://twitter.com/elSlvgs/status/9795189425
FL Criminal Lawyers,@1800FIGHTIT,2010-03-01T19:38:09.000Z,"FL Criminal Lawyers
@1800FIGHTIT
·
2010年3月2日","Venice music teacher gets 4th #DUI, has #BAC nearly 4x the limit & is spotted eating the plastic wrapper of a sandwich. http://bit.ly/cz2xBH
1",,,1,,[],https://twitter.com/1800FIGHTIT/status/9838423822
itslikeKahlua,@itslikeKahlua,2010-03-02T04:17:36.000Z,"itslikeKahlua
@itslikeKahlua
·
2010年3月2日",This is why I dnt tweet where I am WHILE I'm there (among other things) #BAC,,,,,[],https://twitter.com/itslikeKahlua/status/9859186783
Mighty,@mightygreenback,2010-03-04T08:19:14.000Z,"Mighty
@mightygreenback
·
2010年3月4日",RT Stock Market News Briefs: Bank Of... #bac #bj #contributor #cost #economy #etn #externalresearch #gs #joyg #nflx... http://ow.ly/16InLL,,,,,[],https://twitter.com/mightygreenback/status/9965027914
