todate,Ticker symbol,Security,SEC filings,GICS Sector,GICS Sub Industry,Address of Headquarters,Date first added,CIK,open,close,low,high,volume,Unnamed: 0.1,Period Ending,Accounts Payable,Accounts Receivable,Add'l income/expense items,After Tax ROE,Capital Expenditures,Capital Surplus,Cash Ratio,Cash and Cash Equivalents,Changes in Inventories,Common Stocks,Cost of Revenue,Current Ratio,Deferred Asset Charges,Deferred Liability Charges,Depreciation,Earnings Before Interest and Tax,Earnings Before Tax,Effect of Exchange Rate,Equity Earnings/Loss Unconsolidated Subsidiary,Fixed Assets,Goodwill,Gross Margin,Gross Profit,Income Tax,Intangible Assets,Interest Expense,Inventory,Investments,Liabilities,Long-Term Debt,Long-Term Investments,Minority Interest,Misc. Stocks,Net Borrowings,Net Cash Flow,Net Cash Flow-Operating,Net Cash Flows-Financing,Net Cash Flows-Investing,Net Income,Net Income Adjustments,Net Income Applicable to Common Shareholders,Net Income-Cont. Operations,Net Receivables,Non-Recurring Items,Operating Income,Operating Margin,Other Assets,Other Current Assets,Other Current Liabilities,Other Equity,Other Financing Activities,Other Investing Activities,Other Liabilities,Other Operating Activities,Other Operating Items,Pre-Tax Margin,Pre-Tax ROE,Profit Margin,Quick Ratio,Research and Development,Retained Earnings,Sale and Purchase of Stock,"Sales, General and Admin.",Short-Term Debt / Current Portion of Long-Term Debt,Short-Term Investments,Total Assets,Total Current Assets,Total Current Liabilities,Total Equity,Total Liabilities,Total Liabilities & Equity,Total Revenue,Treasury Stock,For Year,Earnings Per Share,Estimated Shares Outstanding,Sentiment_Score,Pos_Neg
2015-03-02,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,15.79,16.01,15.72,16.030001,71402400.0,192,2014/12/31,145000000000.0,0,0,2,0,0.0,0.0,582000000000.0,0,153000000000.0,2656000000.0,0.0,0,0,5210000000,16709000000,6855000000,-3067000000,1130000000,10049000000.0,69777000000.0,0,0.0,2022000000,4612000000.0,8278000000,0,-5677000000.0,9702000000,121000000000.0,1510000000000.0,0,0,-13832000000,7267000000,30135000000.0,-12201000000.0,-7600000000.0,4833000000,-345000000,3789000000,5963000000,61845000000,0,0,0,112000000000.0,0,1120000000000.0,-4320000000,-345000000,-1923000000,0.0,4114000000,3211000000,7,3,5,0.0,0,75024000000.0,4282000000,74181000000,232000000000.0,7510000000.0,2100000000000.0,0.0,0,243000000000.0,1860000000000.0,2100000000000.0,95181000000.0,0.0,2014.0,0.36,13425000000.0,0.0,0.0
2015-03-03,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,16.030001,16.040001,15.96,16.15,65689800.0,192,2014/12/31,145000000000.0,0,0,2,0,0.0,0.0,582000000000.0,0,153000000000.0,2656000000.0,0.0,0,0,5210000000,16709000000,6855000000,-3067000000,1130000000,10049000000.0,69777000000.0,0,0.0,2022000000,4612000000.0,8278000000,0,-5677000000.0,9702000000,121000000000.0,1510000000000.0,0,0,-13832000000,7267000000,30135000000.0,-12201000000.0,-7600000000.0,4833000000,-345000000,3789000000,5963000000,61845000000,0,0,0,112000000000.0,0,1120000000000.0,-4320000000,-345000000,-1923000000,0.0,4114000000,3211000000,7,3,5,0.0,0,75024000000.0,4282000000,74181000000,232000000000.0,7510000000.0,2100000000000.0,0.0,0,243000000000.0,1860000000000.0,2100000000000.0,95181000000.0,0.0,2014.0,0.36,13425000000.0,0.06630000000000003,0.0
2015-03-04,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,15.96,15.84,15.76,15.98,78441600.0,192,2014/12/31,145000000000.0,0,0,2,0,0.0,0.0,582000000000.0,0,153000000000.0,2656000000.0,0.0,0,0,5210000000,16709000000,6855000000,-3067000000,1130000000,10049000000.0,69777000000.0,0,0.0,2022000000,4612000000.0,8278000000,0,-5677000000.0,9702000000,121000000000.0,1510000000000.0,0,0,-13832000000,7267000000,30135000000.0,-12201000000.0,-7600000000.0,4833000000,-345000000,3789000000,5963000000,61845000000,0,0,0,112000000000.0,0,1120000000000.0,-4320000000,-345000000,-1923000000,0.0,4114000000,3211000000,7,3,5,0.0,0,75024000000.0,4282000000,74181000000,232000000000.0,7510000000.0,2100000000000.0,0.0,0,243000000000.0,1860000000000.0,2100000000000.0,95181000000.0,0.0,2014.0,0.36,13425000000.0,0.027600000000000013,0.0
2015-03-05,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,15.92,16.0,15.75,16.030001,69510000.0,192,2014/12/31,145000000000.0,0,0,2,0,0.0,0.0,582000000000.0,0,153000000000.0,2656000000.0,0.0,0,0,5210000000,16709000000,6855000000,-3067000000,1130000000,10049000000.0,69777000000.0,0,0.0,2022000000,4612000000.0,8278000000,0,-5677000000.0,9702000000,121000000000.0,1510000000000.0,0,0,-13832000000,7267000000,30135000000.0,-12201000000.0,-7600000000.0,4833000000,-345000000,3789000000,5963000000,61845000000,0,0,0,112000000000.0,0,1120000000000.0,-4320000000,-345000000,-1923000000,0.0,4114000000,3211000000,7,3,5,0.0,0,75024000000.0,4282000000,74181000000,232000000000.0,7510000000.0,2100000000000.0,0.0,0,243000000000.0,1860000000000.0,2100000000000.0,95181000000.0,0.0,2014.0,0.36,13425000000.0,0.0,0.0
2015-03-06,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,16.0,16.219999,16.0,16.620001,163207200.0,192,2014/12/31,145000000000.0,0,0,2,0,0.0,0.0,582000000000.0,0,153000000000.0,2656000000.0,0.0,0,0,5210000000,16709000000,6855000000,-3067000000,1130000000,10049000000.0,69777000000.0,0,0.0,2022000000,4612000000.0,8278000000,0,-5677000000.0,9702000000,121000000000.0,1510000000000.0,0,0,-13832000000,7267000000,30135000000.0,-12201000000.0,-7600000000.0,4833000000,-345000000,3789000000,5963000000,61845000000,0,0,0,112000000000.0,0,1120000000000.0,-4320000000,-345000000,-1923000000,0.0,4114000000,3211000000,7,3,5,0.0,0,75024000000.0,4282000000,74181000000,232000000000.0,7510000000.0,2100000000000.0,0.0,0,243000000000.0,1860000000000.0,2100000000000.0,95181000000.0,0.0,2014.0,0.36,13425000000.0,0.0,0.0
2015-03-09,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,16.309999,16.17,16.120001,16.33,72912700.0,192,2014/12/31,145000000000.0,0,0,2,0,0.0,0.0,582000000000.0,0,153000000000.0,2656000000.0,0.0,0,0,5210000000,16709000000,6855000000,-3067000000,1130000000,10049000000.0,69777000000.0,0,0.0,2022000000,4612000000.0,8278000000,0,-5677000000.0,9702000000,121000000000.0,1510000000000.0,0,0,-13832000000,7267000000,30135000000.0,-12201000000.0,-7600000000.0,4833000000,-345000000,3789000000,5963000000,61845000000,0,0,0,112000000000.0,0,1120000000000.0,-4320000000,-345000000,-1923000000,0.0,4114000000,3211000000,7,3,5,0.0,0,75024000000.0,4282000000,74181000000,232000000000.0,7510000000.0,2100000000000.0,0.0,0,243000000000.0,1860000000000.0,2100000000000.0,95181000000.0,0.0,2014.0,0.36,13425000000.0,0.0,0.0
2015-03-10,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,16.040001,15.79,15.79,16.129999,85633600.0,192,2014/12/31,145000000000.0,0,0,2,0,0.0,0.0,582000000000.0,0,153000000000.0,2656000000.0,0.0,0,0,5210000000,16709000000,6855000000,-3067000000,1130000000,10049000000.0,69777000000.0,0,0.0,2022000000,4612000000.0,8278000000,0,-5677000000.0,9702000000,121000000000.0,1510000000000.0,0,0,-13832000000,7267000000,30135000000.0,-12201000000.0,-7600000000.0,4833000000,-345000000,3789000000,5963000000,61845000000,0,0,0,112000000000.0,0,1120000000000.0,-4320000000,-345000000,-1923000000,0.0,4114000000,3211000000,7,3,5,0.0,0,75024000000.0,4282000000,74181000000,232000000000.0,7510000000.0,2100000000000.0,0.0,0,243000000000.0,1860000000000.0,2100000000000.0,95181000000.0,0.0,2014.0,0.36,13425000000.0,0.9945,1.0
2015-03-11,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,15.92,16.110001,15.87,16.16,85910100.0,192,2014/12/31,145000000000.0,0,0,2,0,0.0,0.0,582000000000.0,0,153000000000.0,2656000000.0,0.0,0,0,5210000000,16709000000,6855000000,-3067000000,1130000000,10049000000.0,69777000000.0,0,0.0,2022000000,4612000000.0,8278000000,0,-5677000000.0,9702000000,121000000000.0,1510000000000.0,0,0,-13832000000,7267000000,30135000000.0,-12201000000.0,-7600000000.0,4833000000,-345000000,3789000000,5963000000,61845000000,0,0,0,112000000000.0,0,1120000000000.0,-4320000000,-345000000,-1923000000,0.0,4114000000,3211000000,7,3,5,0.0,0,75024000000.0,4282000000,74181000000,232000000000.0,7510000000.0,2100000000000.0,0.0,0,243000000000.0,1860000000000.0,2100000000000.0,95181000000.0,0.0,2014.0,0.36,13425000000.0,0.5811,0.6
2015-03-12,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,16.049999,16.09,15.9,16.209999,126376300.0,192,2014/12/31,145000000000.0,0,0,2,0,0.0,0.0,582000000000.0,0,153000000000.0,2656000000.0,0.0,0,0,5210000000,16709000000,6855000000,-3067000000,1130000000,10049000000.0,69777000000.0,0,0.0,2022000000,4612000000.0,8278000000,0,-5677000000.0,9702000000,121000000000.0,1510000000000.0,0,0,-13832000000,7267000000,30135000000.0,-12201000000.0,-7600000000.0,4833000000,-345000000,3789000000,5963000000,61845000000,0,0,0,112000000000.0,0,1120000000000.0,-4320000000,-345000000,-1923000000,0.0,4114000000,3211000000,7,3,5,0.0,0,75024000000.0,4282000000,74181000000,232000000000.0,7510000000.0,2100000000000.0,0.0,0,243000000000.0,1860000000000.0,2100000000000.0,95181000000.0,0.0,2014.0,0.36,13425000000.0,-0.8175,-1.0
2015-03-13,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,16.08,16.09,15.94,16.15,88581900.0,192,2014/12/31,145000000000.0,0,0,2,0,0.0,0.0,582000000000.0,0,153000000000.0,2656000000.0,0.0,0,0,5210000000,16709000000,6855000000,-3067000000,1130000000,10049000000.0,69777000000.0,0,0.0,2022000000,4612000000.0,8278000000,0,-5677000000.0,9702000000,121000000000.0,1510000000000.0,0,0,-13832000000,7267000000,30135000000.0,-12201000000.0,-7600000000.0,4833000000,-345000000,3789000000,5963000000,61845000000,0,0,0,112000000000.0,0,1120000000000.0,-4320000000,-345000000,-1923000000,0.0,4114000000,3211000000,7,3,5,0.0,0,75024000000.0,4282000000,74181000000,232000000000.0,7510000000.0,2100000000000.0,0.0,0,243000000000.0,1860000000000.0,2100000000000.0,95181000000.0,0.0,2014.0,0.36,13425000000.0,0.0,0.0
2015-03-16,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,16.110001,16.129999,15.85,16.219999,63406500.0,192,2014/12/31,145000000000.0,0,0,2,0,0.0,0.0,582000000000.0,0,153000000000.0,2656000000.0,0.0,0,0,5210000000,16709000000,6855000000,-3067000000,1130000000,10049000000.0,69777000000.0,0,0.0,2022000000,4612000000.0,8278000000,0,-5677000000.0,9702000000,121000000000.0,1510000000000.0,0,0,-13832000000,7267000000,30135000000.0,-12201000000.0,-7600000000.0,4833000000,-345000000,3789000000,5963000000,61845000000,0,0,0,112000000000.0,0,1120000000000.0,-4320000000,-345000000,-1923000000,0.0,4114000000,3211000000,7,3,5,0.0,0,75024000000.0,4282000000,74181000000,232000000000.0,7510000000.0,2100000000000.0,0.0,0,243000000000.0,1860000000000.0,2100000000000.0,95181000000.0,0.0,2014.0,0.36,13425000000.0,-0.765,-1.0
2015-03-17,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,16.07,16.09,15.96,16.120001,67315000.0,192,2014/12/31,145000000000.0,0,0,2,0,0.0,0.0,582000000000.0,0,153000000000.0,2656000000.0,0.0,0,0,5210000000,16709000000,6855000000,-3067000000,1130000000,10049000000.0,69777000000.0,0,0.0,2022000000,4612000000.0,8278000000,0,-5677000000.0,9702000000,121000000000.0,1510000000000.0,0,0,-13832000000,7267000000,30135000000.0,-12201000000.0,-7600000000.0,4833000000,-345000000,3789000000,5963000000,61845000000,0,0,0,112000000000.0,0,1120000000000.0,-4320000000,-345000000,-1923000000,0.0,4114000000,3211000000,7,3,5,0.0,0,75024000000.0,4282000000,74181000000,232000000000.0,7510000000.0,2100000000000.0,0.0,0,243000000000.0,1860000000000.0,2100000000000.0,95181000000.0,0.0,2014.0,0.36,13425000000.0,0.8779,1.0
2015-03-18,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,16.01,15.98,15.91,16.1,86387600.0,192,2014/12/31,145000000000.0,0,0,2,0,0.0,0.0,582000000000.0,0,153000000000.0,2656000000.0,0.0,0,0,5210000000,16709000000,6855000000,-3067000000,1130000000,10049000000.0,69777000000.0,0,0.0,2022000000,4612000000.0,8278000000,0,-5677000000.0,9702000000,121000000000.0,1510000000000.0,0,0,-13832000000,7267000000,30135000000.0,-12201000000.0,-7600000000.0,4833000000,-345000000,3789000000,5963000000,61845000000,0,0,0,112000000000.0,0,1120000000000.0,-4320000000,-345000000,-1923000000,0.0,4114000000,3211000000,7,3,5,0.0,0,75024000000.0,4282000000,74181000000,232000000000.0,7510000000.0,2100000000000.0,0.0,0,243000000000.0,1860000000000.0,2100000000000.0,95181000000.0,0.0,2014.0,0.36,13425000000.0,-0.8905,-1.0
2015-03-19,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,15.96,15.61,15.61,15.97,109169200.0,192,2014/12/31,145000000000.0,0,0,2,0,0.0,0.0,582000000000.0,0,153000000000.0,2656000000.0,0.0,0,0,5210000000,16709000000,6855000000,-3067000000,1130000000,10049000000.0,69777000000.0,0,0.0,2022000000,4612000000.0,8278000000,0,-5677000000.0,9702000000,121000000000.0,1510000000000.0,0,0,-13832000000,7267000000,30135000000.0,-12201000000.0,-7600000000.0,4833000000,-345000000,3789000000,5963000000,61845000000,0,0,0,112000000000.0,0,1120000000000.0,-4320000000,-345000000,-1923000000,0.0,4114000000,3211000000,7,3,5,0.0,0,75024000000.0,4282000000,74181000000,232000000000.0,7510000000.0,2100000000000.0,0.0,0,243000000000.0,1860000000000.0,2100000000000.0,95181000000.0,0.0,2014.0,0.36,13425000000.0,0.6681,1.0
2015-03-20,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,15.7,15.84,15.64,15.93,99867700.0,192,2014/12/31,145000000000.0,0,0,2,0,0.0,0.0,582000000000.0,0,153000000000.0,2656000000.0,0.0,0,0,5210000000,16709000000,6855000000,-3067000000,1130000000,10049000000.0,69777000000.0,0,0.0,2022000000,4612000000.0,8278000000,0,-5677000000.0,9702000000,121000000000.0,1510000000000.0,0,0,-13832000000,7267000000,30135000000.0,-12201000000.0,-7600000000.0,4833000000,-345000000,3789000000,5963000000,61845000000,0,0,0,112000000000.0,0,1120000000000.0,-4320000000,-345000000,-1923000000,0.0,4114000000,3211000000,7,3,5,0.0,0,75024000000.0,4282000000,74181000000,232000000000.0,7510000000.0,2100000000000.0,0.0,0,243000000000.0,1860000000000.0,2100000000000.0,95181000000.0,0.0,2014.0,0.36,13425000000.0,0.7458,1.0
2015-03-23,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,15.82,15.72,15.72,15.88,73773500.0,192,2014/12/31,145000000000.0,0,0,2,0,0.0,0.0,582000000000.0,0,153000000000.0,2656000000.0,0.0,0,0,5210000000,16709000000,6855000000,-3067000000,1130000000,10049000000.0,69777000000.0,0,0.0,2022000000,4612000000.0,8278000000,0,-5677000000.0,9702000000,121000000000.0,1510000000000.0,0,0,-13832000000,7267000000,30135000000.0,-12201000000.0,-7600000000.0,4833000000,-345000000,3789000000,5963000000,61845000000,0,0,0,112000000000.0,0,1120000000000.0,-4320000000,-345000000,-1923000000,0.0,4114000000,3211000000,7,3,5,0.0,0,75024000000.0,4282000000,74181000000,232000000000.0,7510000000.0,2100000000000.0,0.0,0,243000000000.0,1860000000000.0,2100000000000.0,95181000000.0,0.0,2014.0,0.36,13425000000.0,-0.1681,-0.3333333333333333
2015-03-24,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,15.73,15.61,15.61,15.8,77011000.0,192,2014/12/31,145000000000.0,0,0,2,0,0.0,0.0,582000000000.0,0,153000000000.0,2656000000.0,0.0,0,0,5210000000,16709000000,6855000000,-3067000000,1130000000,10049000000.0,69777000000.0,0,0.0,2022000000,4612000000.0,8278000000,0,-5677000000.0,9702000000,121000000000.0,1510000000000.0,0,0,-13832000000,7267000000,30135000000.0,-12201000000.0,-7600000000.0,4833000000,-345000000,3789000000,5963000000,61845000000,0,0,0,112000000000.0,0,1120000000000.0,-4320000000,-345000000,-1923000000,0.0,4114000000,3211000000,7,3,5,0.0,0,75024000000.0,4282000000,74181000000,232000000000.0,7510000000.0,2100000000000.0,0.0,0,243000000000.0,1860000000000.0,2100000000000.0,95181000000.0,0.0,2014.0,0.36,13425000000.0,0.9855499999999999,1.0
2015-03-25,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,15.63,15.41,15.4,15.65,88541500.0,192,2014/12/31,145000000000.0,0,0,2,0,0.0,0.0,582000000000.0,0,153000000000.0,2656000000.0,0.0,0,0,5210000000,16709000000,6855000000,-3067000000,1130000000,10049000000.0,69777000000.0,0,0.0,2022000000,4612000000.0,8278000000,0,-5677000000.0,9702000000,121000000000.0,1510000000000.0,0,0,-13832000000,7267000000,30135000000.0,-12201000000.0,-7600000000.0,4833000000,-345000000,3789000000,5963000000,61845000000,0,0,0,112000000000.0,0,1120000000000.0,-4320000000,-345000000,-1923000000,0.0,4114000000,3211000000,7,3,5,0.0,0,75024000000.0,4282000000,74181000000,232000000000.0,7510000000.0,2100000000000.0,0.0,0,243000000000.0,1860000000000.0,2100000000000.0,95181000000.0,0.0,2014.0,0.36,13425000000.0,-0.7503,-1.0
2015-03-26,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,15.39,15.42,15.26,15.54,76741500.0,192,2014/12/31,145000000000.0,0,0,2,0,0.0,0.0,582000000000.0,0,153000000000.0,2656000000.0,0.0,0,0,5210000000,16709000000,6855000000,-3067000000,1130000000,10049000000.0,69777000000.0,0,0.0,2022000000,4612000000.0,8278000000,0,-5677000000.0,9702000000,121000000000.0,1510000000000.0,0,0,-13832000000,7267000000,30135000000.0,-12201000000.0,-7600000000.0,4833000000,-345000000,3789000000,5963000000,61845000000,0,0,0,112000000000.0,0,1120000000000.0,-4320000000,-345000000,-1923000000,0.0,4114000000,3211000000,7,3,5,0.0,0,75024000000.0,4282000000,74181000000,232000000000.0,7510000000.0,2100000000000.0,0.0,0,243000000000.0,1860000000000.0,2100000000000.0,95181000000.0,0.0,2014.0,0.36,13425000000.0,0.8936999999999999,1.0
2015-03-27,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,15.48,15.31,15.27,15.49,73140800.0,192,2014/12/31,145000000000.0,0,0,2,0,0.0,0.0,582000000000.0,0,153000000000.0,2656000000.0,0.0,0,0,5210000000,16709000000,6855000000,-3067000000,1130000000,10049000000.0,69777000000.0,0,0.0,2022000000,4612000000.0,8278000000,0,-5677000000.0,9702000000,121000000000.0,1510000000000.0,0,0,-13832000000,7267000000,30135000000.0,-12201000000.0,-7600000000.0,4833000000,-345000000,3789000000,5963000000,61845000000,0,0,0,112000000000.0,0,1120000000000.0,-4320000000,-345000000,-1923000000,0.0,4114000000,3211000000,7,3,5,0.0,0,75024000000.0,4282000000,74181000000,232000000000.0,7510000000.0,2100000000000.0,0.0,0,243000000000.0,1860000000000.0,2100000000000.0,95181000000.0,0.0,2014.0,0.36,13425000000.0,-0.2665,-0.3333333333333333
2015-03-30,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,15.42,15.52,15.4,15.61,70835300.0,192,2014/12/31,145000000000.0,0,0,2,0,0.0,0.0,582000000000.0,0,153000000000.0,2656000000.0,0.0,0,0,5210000000,16709000000,6855000000,-3067000000,1130000000,10049000000.0,69777000000.0,0,0.0,2022000000,4612000000.0,8278000000,0,-5677000000.0,9702000000,121000000000.0,1510000000000.0,0,0,-13832000000,7267000000,30135000000.0,-12201000000.0,-7600000000.0,4833000000,-345000000,3789000000,5963000000,61845000000,0,0,0,112000000000.0,0,1120000000000.0,-4320000000,-345000000,-1923000000,0.0,4114000000,3211000000,7,3,5,0.0,0,75024000000.0,4282000000,74181000000,232000000000.0,7510000000.0,2100000000000.0,0.0,0,243000000000.0,1860000000000.0,2100000000000.0,95181000000.0,0.0,2014.0,0.36,13425000000.0,0.997,1.0
2015-03-31,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,15.5,15.39,15.38,15.52,61381700.0,192,2014/12/31,145000000000.0,0,0,2,0,0.0,0.0,582000000000.0,0,153000000000.0,2656000000.0,0.0,0,0,5210000000,16709000000,6855000000,-3067000000,1130000000,10049000000.0,69777000000.0,0,0.0,2022000000,4612000000.0,8278000000,0,-5677000000.0,9702000000,121000000000.0,1510000000000.0,0,0,-13832000000,7267000000,30135000000.0,-12201000000.0,-7600000000.0,4833000000,-345000000,3789000000,5963000000,61845000000,0,0,0,112000000000.0,0,1120000000000.0,-4320000000,-345000000,-1923000000,0.0,4114000000,3211000000,7,3,5,0.0,0,75024000000.0,4282000000,74181000000,232000000000.0,7510000000.0,2100000000000.0,0.0,0,243000000000.0,1860000000000.0,2100000000000.0,95181000000.0,0.0,2014.0,0.36,13425000000.0,0.36112,0.2
2015-04-01,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,15.42,15.41,15.25,15.46,73153900.0,192,2014/12/31,145000000000.0,0,0,2,0,0.0,0.0,582000000000.0,0,153000000000.0,2656000000.0,0.0,0,0,5210000000,16709000000,6855000000,-3067000000,1130000000,10049000000.0,69777000000.0,0,0.0,2022000000,4612000000.0,8278000000,0,-5677000000.0,9702000000,121000000000.0,1510000000000.0,0,0,-13832000000,7267000000,30135000000.0,-12201000000.0,-7600000000.0,4833000000,-345000000,3789000000,5963000000,61845000000,0,0,0,112000000000.0,0,1120000000000.0,-4320000000,-345000000,-1923000000,0.0,4114000000,3211000000,7,3,5,0.0,0,75024000000.0,4282000000,74181000000,232000000000.0,7510000000.0,2100000000000.0,0.0,0,243000000000.0,1860000000000.0,2100000000000.0,95181000000.0,0.0,2014.0,0.36,13425000000.0,0.8589333333333333,1.0
2015-04-02,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,15.43,15.54,15.43,15.62,50443500.0,192,2014/12/31,145000000000.0,0,0,2,0,0.0,0.0,582000000000.0,0,153000000000.0,2656000000.0,0.0,0,0,5210000000,16709000000,6855000000,-3067000000,1130000000,10049000000.0,69777000000.0,0,0.0,2022000000,4612000000.0,8278000000,0,-5677000000.0,9702000000,121000000000.0,1510000000000.0,0,0,-13832000000,7267000000,30135000000.0,-12201000000.0,-7600000000.0,4833000000,-345000000,3789000000,5963000000,61845000000,0,0,0,112000000000.0,0,1120000000000.0,-4320000000,-345000000,-1923000000,0.0,4114000000,3211000000,7,3,5,0.0,0,75024000000.0,4282000000,74181000000,232000000000.0,7510000000.0,2100000000000.0,0.0,0,243000000000.0,1860000000000.0,2100000000000.0,95181000000.0,0.0,2014.0,0.36,13425000000.0,0.01100000000000001,0.0
2015-04-06,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,15.39,15.51,15.34,15.6,51189500.0,192,2014/12/31,145000000000.0,0,0,2,0,0.0,0.0,582000000000.0,0,153000000000.0,2656000000.0,0.0,0,0,5210000000,16709000000,6855000000,-3067000000,1130000000,10049000000.0,69777000000.0,0,0.0,2022000000,4612000000.0,8278000000,0,-5677000000.0,9702000000,121000000000.0,1510000000000.0,0,0,-13832000000,7267000000,30135000000.0,-12201000000.0,-7600000000.0,4833000000,-345000000,3789000000,5963000000,61845000000,0,0,0,112000000000.0,0,1120000000000.0,-4320000000,-345000000,-1923000000,0.0,4114000000,3211000000,7,3,5,0.0,0,75024000000.0,4282000000,74181000000,232000000000.0,7510000000.0,2100000000000.0,0.0,0,243000000000.0,1860000000000.0,2100000000000.0,95181000000.0,0.0,2014.0,0.36,13425000000.0,0.0,0.0
2015-04-07,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,15.53,15.46,15.45,15.65,50057800.0,192,2014/12/31,145000000000.0,0,0,2,0,0.0,0.0,582000000000.0,0,153000000000.0,2656000000.0,0.0,0,0,5210000000,16709000000,6855000000,-3067000000,1130000000,10049000000.0,69777000000.0,0,0.0,2022000000,4612000000.0,8278000000,0,-5677000000.0,9702000000,121000000000.0,1510000000000.0,0,0,-13832000000,7267000000,30135000000.0,-12201000000.0,-7600000000.0,4833000000,-345000000,3789000000,5963000000,61845000000,0,0,0,112000000000.0,0,1120000000000.0,-4320000000,-345000000,-1923000000,0.0,4114000000,3211000000,7,3,5,0.0,0,75024000000.0,4282000000,74181000000,232000000000.0,7510000000.0,2100000000000.0,0.0,0,243000000000.0,1860000000000.0,2100000000000.0,95181000000.0,0.0,2014.0,0.36,13425000000.0,0.9923,1.0
2015-04-08,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,15.51,15.61,15.5,15.74,71732500.0,192,2014/12/31,145000000000.0,0,0,2,0,0.0,0.0,582000000000.0,0,153000000000.0,2656000000.0,0.0,0,0,5210000000,16709000000,6855000000,-3067000000,1130000000,10049000000.0,69777000000.0,0,0.0,2022000000,4612000000.0,8278000000,0,-5677000000.0,9702000000,121000000000.0,1510000000000.0,0,0,-13832000000,7267000000,30135000000.0,-12201000000.0,-7600000000.0,4833000000,-345000000,3789000000,5963000000,61845000000,0,0,0,112000000000.0,0,1120000000000.0,-4320000000,-345000000,-1923000000,0.0,4114000000,3211000000,7,3,5,0.0,0,75024000000.0,4282000000,74181000000,232000000000.0,7510000000.0,2100000000000.0,0.0,0,243000000000.0,1860000000000.0,2100000000000.0,95181000000.0,0.0,2014.0,0.36,13425000000.0,0.97865,1.0
2015-04-09,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,15.63,15.71,15.53,15.76,44935600.0,192,2014/12/31,145000000000.0,0,0,2,0,0.0,0.0,582000000000.0,0,153000000000.0,2656000000.0,0.0,0,0,5210000000,16709000000,6855000000,-3067000000,1130000000,10049000000.0,69777000000.0,0,0.0,2022000000,4612000000.0,8278000000,0,-5677000000.0,9702000000,121000000000.0,1510000000000.0,0,0,-13832000000,7267000000,30135000000.0,-12201000000.0,-7600000000.0,4833000000,-345000000,3789000000,5963000000,61845000000,0,0,0,112000000000.0,0,1120000000000.0,-4320000000,-345000000,-1923000000,0.0,4114000000,3211000000,7,3,5,0.0,0,75024000000.0,4282000000,74181000000,232000000000.0,7510000000.0,2100000000000.0,0.0,0,243000000000.0,1860000000000.0,2100000000000.0,95181000000.0,0.0,2014.0,0.36,13425000000.0,-0.2654,-1.0
