todate,Ticker symbol,Security,SEC filings,GICS Sector,GICS Sub Industry,Address of Headquarters,Date first added,CIK,open,close,low,high,volume,Unnamed: 0.1,Period Ending,Accounts Payable,Accounts Receivable,Add'l income/expense items,After Tax ROE,Capital Expenditures,Capital Surplus,Cash Ratio,Cash and Cash Equivalents,Changes in Inventories,Common Stocks,Cost of Revenue,Current Ratio,Deferred Asset Charges,Deferred Liability Charges,Depreciation,Earnings Before Interest and Tax,Earnings Before Tax,Effect of Exchange Rate,Equity Earnings/Loss Unconsolidated Subsidiary,Fixed Assets,Goodwill,Gross Margin,Gross Profit,Income Tax,Intangible Assets,Interest Expense,Inventory,Investments,Liabilities,Long-Term Debt,Long-Term Investments,Minority Interest,Misc. Stocks,Net Borrowings,Net Cash Flow,Net Cash Flow-Operating,Net Cash Flows-Financing,Net Cash Flows-Investing,Net Income,Net Income Adjustments,Net Income Applicable to Common Shareholders,Net Income-Cont. Operations,Net Receivables,Non-Recurring Items,Operating Income,Operating Margin,Other Assets,Other Current Assets,Other Current Liabilities,Other Equity,Other Financing Activities,Other Investing Activities,Other Liabilities,Other Operating Activities,Other Operating Items,Pre-Tax Margin,Pre-Tax ROE,Profit Margin,Quick Ratio,Research and Development,Retained Earnings,Sale and Purchase of Stock,"Sales, General and Admin.",Short-Term Debt / Current Portion of Long-Term Debt,Short-Term Investments,Total Assets,Total Current Assets,Total Current Liabilities,Total Equity,Total Liabilities,Total Liabilities & Equity,Total Revenue,Treasury Stock,For Year,Earnings Per Share,Estimated Shares Outstanding,Sentiment_Score,Pos_Neg
2013-05-03,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,12.36,12.24,12.21,12.41,94322600.0,190,2012/12/31,149000000000.0,0,0,2,5000000,0.0,0.0,627000000000.0,0,158000000000.0,3753000000.0,0.0,0,0,5618000000,17826000000,3072000000,-731000000,2070000000,11858000000.0,69976000000.0,0,0.0,-1116000000,6684000000.0,12991000000,0,-37463000000.0,24061000000,120000000000.0,1550000000000.0,0,0,-28811000000,-9350000000,-16056000000.0,42416000000.0,-34979000000.0,4188000000,-43450000000,2760000000,6258000000,71467000000,0,0,0,150000000000.0,0,1110000000000.0,-2797000000,72469000000,2479000000,0.0,-6473000000,9433000000,3,1,4,0.0,0,62843000000.0,667000000,70829000000,324000000000.0,0.0,2210000000000.0,0.0,0,237000000000.0,1970000000000.0,2210000000000.0,100000000000.0,0.0,2012.0,0.26,16107692308.0,-0.8074,-1.0
2013-05-06,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,12.39,12.88,12.36,12.89,265062800.0,190,2012/12/31,149000000000.0,0,0,2,5000000,0.0,0.0,627000000000.0,0,158000000000.0,3753000000.0,0.0,0,0,5618000000,17826000000,3072000000,-731000000,2070000000,11858000000.0,69976000000.0,0,0.0,-1116000000,6684000000.0,12991000000,0,-37463000000.0,24061000000,120000000000.0,1550000000000.0,0,0,-28811000000,-9350000000,-16056000000.0,42416000000.0,-34979000000.0,4188000000,-43450000000,2760000000,6258000000,71467000000,0,0,0,150000000000.0,0,1110000000000.0,-2797000000,72469000000,2479000000,0.0,-6473000000,9433000000,3,1,4,0.0,0,62843000000.0,667000000,70829000000,324000000000.0,0.0,2210000000000.0,0.0,0,237000000000.0,1970000000000.0,2210000000000.0,100000000000.0,0.0,2012.0,0.26,16107692308.0,0.6233666666666667,1.0
2013-05-07,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,12.92,12.9,12.76,13.11,218248100.0,190,2012/12/31,149000000000.0,0,0,2,5000000,0.0,0.0,627000000000.0,0,158000000000.0,3753000000.0,0.0,0,0,5618000000,17826000000,3072000000,-731000000,2070000000,11858000000.0,69976000000.0,0,0.0,-1116000000,6684000000.0,12991000000,0,-37463000000.0,24061000000,120000000000.0,1550000000000.0,0,0,-28811000000,-9350000000,-16056000000.0,42416000000.0,-34979000000.0,4188000000,-43450000000,2760000000,6258000000,71467000000,0,0,0,150000000000.0,0,1110000000000.0,-2797000000,72469000000,2479000000,0.0,-6473000000,9433000000,3,1,4,0.0,0,62843000000.0,667000000,70829000000,324000000000.0,0.0,2210000000000.0,0.0,0,237000000000.0,1970000000000.0,2210000000000.0,100000000000.0,0.0,2012.0,0.26,16107692308.0,0.5531666666666667,0.3333333333333333
2013-05-08,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,12.85,13.02,12.84,13.18,149755400.0,190,2012/12/31,149000000000.0,0,0,2,5000000,0.0,0.0,627000000000.0,0,158000000000.0,3753000000.0,0.0,0,0,5618000000,17826000000,3072000000,-731000000,2070000000,11858000000.0,69976000000.0,0,0.0,-1116000000,6684000000.0,12991000000,0,-37463000000.0,24061000000,120000000000.0,1550000000000.0,0,0,-28811000000,-9350000000,-16056000000.0,42416000000.0,-34979000000.0,4188000000,-43450000000,2760000000,6258000000,71467000000,0,0,0,150000000000.0,0,1110000000000.0,-2797000000,72469000000,2479000000,0.0,-6473000000,9433000000,3,1,4,0.0,0,62843000000.0,667000000,70829000000,324000000000.0,0.0,2210000000000.0,0.0,0,237000000000.0,1970000000000.0,2210000000000.0,100000000000.0,0.0,2012.0,0.26,16107692308.0,0.0,0.0
2013-05-09,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,13.05,12.91,12.87,13.06,112952300.0,190,2012/12/31,149000000000.0,0,0,2,5000000,0.0,0.0,627000000000.0,0,158000000000.0,3753000000.0,0.0,0,0,5618000000,17826000000,3072000000,-731000000,2070000000,11858000000.0,69976000000.0,0,0.0,-1116000000,6684000000.0,12991000000,0,-37463000000.0,24061000000,120000000000.0,1550000000000.0,0,0,-28811000000,-9350000000,-16056000000.0,42416000000.0,-34979000000.0,4188000000,-43450000000,2760000000,6258000000,71467000000,0,0,0,150000000000.0,0,1110000000000.0,-2797000000,72469000000,2479000000,0.0,-6473000000,9433000000,3,1,4,0.0,0,62843000000.0,667000000,70829000000,324000000000.0,0.0,2210000000000.0,0.0,0,237000000000.0,1970000000000.0,2210000000000.0,100000000000.0,0.0,2012.0,0.26,16107692308.0,0.9951,1.0
2013-05-10,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,12.94,13.02,12.89,13.04,87625100.0,190,2012/12/31,149000000000.0,0,0,2,5000000,0.0,0.0,627000000000.0,0,158000000000.0,3753000000.0,0.0,0,0,5618000000,17826000000,3072000000,-731000000,2070000000,11858000000.0,69976000000.0,0,0.0,-1116000000,6684000000.0,12991000000,0,-37463000000.0,24061000000,120000000000.0,1550000000000.0,0,0,-28811000000,-9350000000,-16056000000.0,42416000000.0,-34979000000.0,4188000000,-43450000000,2760000000,6258000000,71467000000,0,0,0,150000000000.0,0,1110000000000.0,-2797000000,72469000000,2479000000,0.0,-6473000000,9433000000,3,1,4,0.0,0,62843000000.0,667000000,70829000000,324000000000.0,0.0,2210000000000.0,0.0,0,237000000000.0,1970000000000.0,2210000000000.0,100000000000.0,0.0,2012.0,0.26,16107692308.0,0.98135,1.0
2013-05-13,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,12.98,12.98,12.95,13.1,94295600.0,190,2012/12/31,149000000000.0,0,0,2,5000000,0.0,0.0,627000000000.0,0,158000000000.0,3753000000.0,0.0,0,0,5618000000,17826000000,3072000000,-731000000,2070000000,11858000000.0,69976000000.0,0,0.0,-1116000000,6684000000.0,12991000000,0,-37463000000.0,24061000000,120000000000.0,1550000000000.0,0,0,-28811000000,-9350000000,-16056000000.0,42416000000.0,-34979000000.0,4188000000,-43450000000,2760000000,6258000000,71467000000,0,0,0,150000000000.0,0,1110000000000.0,-2797000000,72469000000,2479000000,0.0,-6473000000,9433000000,3,1,4,0.0,0,62843000000.0,667000000,70829000000,324000000000.0,0.0,2210000000000.0,0.0,0,237000000000.0,1970000000000.0,2210000000000.0,100000000000.0,0.0,2012.0,0.26,16107692308.0,0.56505,1.0
2013-05-14,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,13.04,13.34,13.02,13.36,154128100.0,190,2012/12/31,149000000000.0,0,0,2,5000000,0.0,0.0,627000000000.0,0,158000000000.0,3753000000.0,0.0,0,0,5618000000,17826000000,3072000000,-731000000,2070000000,11858000000.0,69976000000.0,0,0.0,-1116000000,6684000000.0,12991000000,0,-37463000000.0,24061000000,120000000000.0,1550000000000.0,0,0,-28811000000,-9350000000,-16056000000.0,42416000000.0,-34979000000.0,4188000000,-43450000000,2760000000,6258000000,71467000000,0,0,0,150000000000.0,0,1110000000000.0,-2797000000,72469000000,2479000000,0.0,-6473000000,9433000000,3,1,4,0.0,0,62843000000.0,667000000,70829000000,324000000000.0,0.0,2210000000000.0,0.0,0,237000000000.0,1970000000000.0,2210000000000.0,100000000000.0,0.0,2012.0,0.26,16107692308.0,0.9087,1.0
2013-05-15,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,13.29,13.44,13.29,13.55,139728300.0,190,2012/12/31,149000000000.0,0,0,2,5000000,0.0,0.0,627000000000.0,0,158000000000.0,3753000000.0,0.0,0,0,5618000000,17826000000,3072000000,-731000000,2070000000,11858000000.0,69976000000.0,0,0.0,-1116000000,6684000000.0,12991000000,0,-37463000000.0,24061000000,120000000000.0,1550000000000.0,0,0,-28811000000,-9350000000,-16056000000.0,42416000000.0,-34979000000.0,4188000000,-43450000000,2760000000,6258000000,71467000000,0,0,0,150000000000.0,0,1110000000000.0,-2797000000,72469000000,2479000000,0.0,-6473000000,9433000000,3,1,4,0.0,0,62843000000.0,667000000,70829000000,324000000000.0,0.0,2210000000000.0,0.0,0,237000000000.0,1970000000000.0,2210000000000.0,100000000000.0,0.0,2012.0,0.26,16107692308.0,0.836,1.0
2013-05-16,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,13.41,13.36,13.32,13.55,117977000.0,190,2012/12/31,149000000000.0,0,0,2,5000000,0.0,0.0,627000000000.0,0,158000000000.0,3753000000.0,0.0,0,0,5618000000,17826000000,3072000000,-731000000,2070000000,11858000000.0,69976000000.0,0,0.0,-1116000000,6684000000.0,12991000000,0,-37463000000.0,24061000000,120000000000.0,1550000000000.0,0,0,-28811000000,-9350000000,-16056000000.0,42416000000.0,-34979000000.0,4188000000,-43450000000,2760000000,6258000000,71467000000,0,0,0,150000000000.0,0,1110000000000.0,-2797000000,72469000000,2479000000,0.0,-6473000000,9433000000,3,1,4,0.0,0,62843000000.0,667000000,70829000000,324000000000.0,0.0,2210000000000.0,0.0,0,237000000000.0,1970000000000.0,2210000000000.0,100000000000.0,0.0,2012.0,0.26,16107692308.0,0.0,0.0
2013-05-17,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,13.5,13.43,13.39,13.52,107335600.0,190,2012/12/31,149000000000.0,0,0,2,5000000,0.0,0.0,627000000000.0,0,158000000000.0,3753000000.0,0.0,0,0,5618000000,17826000000,3072000000,-731000000,2070000000,11858000000.0,69976000000.0,0,0.0,-1116000000,6684000000.0,12991000000,0,-37463000000.0,24061000000,120000000000.0,1550000000000.0,0,0,-28811000000,-9350000000,-16056000000.0,42416000000.0,-34979000000.0,4188000000,-43450000000,2760000000,6258000000,71467000000,0,0,0,150000000000.0,0,1110000000000.0,-2797000000,72469000000,2479000000,0.0,-6473000000,9433000000,3,1,4,0.0,0,62843000000.0,667000000,70829000000,324000000000.0,0.0,2210000000000.0,0.0,0,237000000000.0,1970000000000.0,2210000000000.0,100000000000.0,0.0,2012.0,0.26,16107692308.0,0.9688,1.0
2013-05-20,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,13.39,13.51,13.39,13.6,88941700.0,190,2012/12/31,149000000000.0,0,0,2,5000000,0.0,0.0,627000000000.0,0,158000000000.0,3753000000.0,0.0,0,0,5618000000,17826000000,3072000000,-731000000,2070000000,11858000000.0,69976000000.0,0,0.0,-1116000000,6684000000.0,12991000000,0,-37463000000.0,24061000000,120000000000.0,1550000000000.0,0,0,-28811000000,-9350000000,-16056000000.0,42416000000.0,-34979000000.0,4188000000,-43450000000,2760000000,6258000000,71467000000,0,0,0,150000000000.0,0,1110000000000.0,-2797000000,72469000000,2479000000,0.0,-6473000000,9433000000,3,1,4,0.0,0,62843000000.0,667000000,70829000000,324000000000.0,0.0,2210000000000.0,0.0,0,237000000000.0,1970000000000.0,2210000000000.0,100000000000.0,0.0,2012.0,0.26,16107692308.0,0.0,0.0
2013-05-21,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,13.53,13.44,13.36,13.56,111810300.0,190,2012/12/31,149000000000.0,0,0,2,5000000,0.0,0.0,627000000000.0,0,158000000000.0,3753000000.0,0.0,0,0,5618000000,17826000000,3072000000,-731000000,2070000000,11858000000.0,69976000000.0,0,0.0,-1116000000,6684000000.0,12991000000,0,-37463000000.0,24061000000,120000000000.0,1550000000000.0,0,0,-28811000000,-9350000000,-16056000000.0,42416000000.0,-34979000000.0,4188000000,-43450000000,2760000000,6258000000,71467000000,0,0,0,150000000000.0,0,1110000000000.0,-2797000000,72469000000,2479000000,0.0,-6473000000,9433000000,3,1,4,0.0,0,62843000000.0,667000000,70829000000,324000000000.0,0.0,2210000000000.0,0.0,0,237000000000.0,1970000000000.0,2210000000000.0,100000000000.0,0.0,2012.0,0.26,16107692308.0,0.252,0.0
2013-05-22,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,13.49,13.31,13.17,13.73,174531500.0,190,2012/12/31,149000000000.0,0,0,2,5000000,0.0,0.0,627000000000.0,0,158000000000.0,3753000000.0,0.0,0,0,5618000000,17826000000,3072000000,-731000000,2070000000,11858000000.0,69976000000.0,0,0.0,-1116000000,6684000000.0,12991000000,0,-37463000000.0,24061000000,120000000000.0,1550000000000.0,0,0,-28811000000,-9350000000,-16056000000.0,42416000000.0,-34979000000.0,4188000000,-43450000000,2760000000,6258000000,71467000000,0,0,0,150000000000.0,0,1110000000000.0,-2797000000,72469000000,2479000000,0.0,-6473000000,9433000000,3,1,4,0.0,0,62843000000.0,667000000,70829000000,324000000000.0,0.0,2210000000000.0,0.0,0,237000000000.0,1970000000000.0,2210000000000.0,100000000000.0,0.0,2012.0,0.26,16107692308.0,0.9705,1.0
2013-05-23,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,12.93,13.21,12.82,13.42,190522000.0,190,2012/12/31,149000000000.0,0,0,2,5000000,0.0,0.0,627000000000.0,0,158000000000.0,3753000000.0,0.0,0,0,5618000000,17826000000,3072000000,-731000000,2070000000,11858000000.0,69976000000.0,0,0.0,-1116000000,6684000000.0,12991000000,0,-37463000000.0,24061000000,120000000000.0,1550000000000.0,0,0,-28811000000,-9350000000,-16056000000.0,42416000000.0,-34979000000.0,4188000000,-43450000000,2760000000,6258000000,71467000000,0,0,0,150000000000.0,0,1110000000000.0,-2797000000,72469000000,2479000000,0.0,-6473000000,9433000000,3,1,4,0.0,0,62843000000.0,667000000,70829000000,324000000000.0,0.0,2210000000000.0,0.0,0,237000000000.0,1970000000000.0,2210000000000.0,100000000000.0,0.0,2012.0,0.26,16107692308.0,0.9606333333333333,1.0
2013-05-24,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,13.17,13.24,13.12,13.26,83452600.0,190,2012/12/31,149000000000.0,0,0,2,5000000,0.0,0.0,627000000000.0,0,158000000000.0,3753000000.0,0.0,0,0,5618000000,17826000000,3072000000,-731000000,2070000000,11858000000.0,69976000000.0,0,0.0,-1116000000,6684000000.0,12991000000,0,-37463000000.0,24061000000,120000000000.0,1550000000000.0,0,0,-28811000000,-9350000000,-16056000000.0,42416000000.0,-34979000000.0,4188000000,-43450000000,2760000000,6258000000,71467000000,0,0,0,150000000000.0,0,1110000000000.0,-2797000000,72469000000,2479000000,0.0,-6473000000,9433000000,3,1,4,0.0,0,62843000000.0,667000000,70829000000,324000000000.0,0.0,2210000000000.0,0.0,0,237000000000.0,1970000000000.0,2210000000000.0,100000000000.0,0.0,2012.0,0.26,16107692308.0,0.0,0.0
2013-05-28,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,13.49,13.35,13.31,13.51,133553000.0,190,2012/12/31,149000000000.0,0,0,2,5000000,0.0,0.0,627000000000.0,0,158000000000.0,3753000000.0,0.0,0,0,5618000000,17826000000,3072000000,-731000000,2070000000,11858000000.0,69976000000.0,0,0.0,-1116000000,6684000000.0,12991000000,0,-37463000000.0,24061000000,120000000000.0,1550000000000.0,0,0,-28811000000,-9350000000,-16056000000.0,42416000000.0,-34979000000.0,4188000000,-43450000000,2760000000,6258000000,71467000000,0,0,0,150000000000.0,0,1110000000000.0,-2797000000,72469000000,2479000000,0.0,-6473000000,9433000000,3,1,4,0.0,0,62843000000.0,667000000,70829000000,324000000000.0,0.0,2210000000000.0,0.0,0,237000000000.0,1970000000000.0,2210000000000.0,100000000000.0,0.0,2012.0,0.26,16107692308.0,0.9001,1.0
2013-05-29,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,13.31,13.48,13.27,13.56,126397300.0,190,2012/12/31,149000000000.0,0,0,2,5000000,0.0,0.0,627000000000.0,0,158000000000.0,3753000000.0,0.0,0,0,5618000000,17826000000,3072000000,-731000000,2070000000,11858000000.0,69976000000.0,0,0.0,-1116000000,6684000000.0,12991000000,0,-37463000000.0,24061000000,120000000000.0,1550000000000.0,0,0,-28811000000,-9350000000,-16056000000.0,42416000000.0,-34979000000.0,4188000000,-43450000000,2760000000,6258000000,71467000000,0,0,0,150000000000.0,0,1110000000000.0,-2797000000,72469000000,2479000000,0.0,-6473000000,9433000000,3,1,4,0.0,0,62843000000.0,667000000,70829000000,324000000000.0,0.0,2210000000000.0,0.0,0,237000000000.0,1970000000000.0,2210000000000.0,100000000000.0,0.0,2012.0,0.26,16107692308.0,0.63454,0.6
2013-05-30,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,13.5,13.83,13.43,13.93,153383400.0,190,2012/12/31,149000000000.0,0,0,2,5000000,0.0,0.0,627000000000.0,0,158000000000.0,3753000000.0,0.0,0,0,5618000000,17826000000,3072000000,-731000000,2070000000,11858000000.0,69976000000.0,0,0.0,-1116000000,6684000000.0,12991000000,0,-37463000000.0,24061000000,120000000000.0,1550000000000.0,0,0,-28811000000,-9350000000,-16056000000.0,42416000000.0,-34979000000.0,4188000000,-43450000000,2760000000,6258000000,71467000000,0,0,0,150000000000.0,0,1110000000000.0,-2797000000,72469000000,2479000000,0.0,-6473000000,9433000000,3,1,4,0.0,0,62843000000.0,667000000,70829000000,324000000000.0,0.0,2210000000000.0,0.0,0,237000000000.0,1970000000000.0,2210000000000.0,100000000000.0,0.0,2012.0,0.26,16107692308.0,0.11359999999999998,0.0
2013-05-31,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,13.91,13.66,13.65,13.99,160176100.0,190,2012/12/31,149000000000.0,0,0,2,5000000,0.0,0.0,627000000000.0,0,158000000000.0,3753000000.0,0.0,0,0,5618000000,17826000000,3072000000,-731000000,2070000000,11858000000.0,69976000000.0,0,0.0,-1116000000,6684000000.0,12991000000,0,-37463000000.0,24061000000,120000000000.0,1550000000000.0,0,0,-28811000000,-9350000000,-16056000000.0,42416000000.0,-34979000000.0,4188000000,-43450000000,2760000000,6258000000,71467000000,0,0,0,150000000000.0,0,1110000000000.0,-2797000000,72469000000,2479000000,0.0,-6473000000,9433000000,3,1,4,0.0,0,62843000000.0,667000000,70829000000,324000000000.0,0.0,2210000000000.0,0.0,0,237000000000.0,1970000000000.0,2210000000000.0,100000000000.0,0.0,2012.0,0.26,16107692308.0,0.9463,1.0
2013-06-03,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,13.69,13.55,13.21,13.73,197168200.0,190,2012/12/31,149000000000.0,0,0,2,5000000,0.0,0.0,627000000000.0,0,158000000000.0,3753000000.0,0.0,0,0,5618000000,17826000000,3072000000,-731000000,2070000000,11858000000.0,69976000000.0,0,0.0,-1116000000,6684000000.0,12991000000,0,-37463000000.0,24061000000,120000000000.0,1550000000000.0,0,0,-28811000000,-9350000000,-16056000000.0,42416000000.0,-34979000000.0,4188000000,-43450000000,2760000000,6258000000,71467000000,0,0,0,150000000000.0,0,1110000000000.0,-2797000000,72469000000,2479000000,0.0,-6473000000,9433000000,3,1,4,0.0,0,62843000000.0,667000000,70829000000,324000000000.0,0.0,2210000000000.0,0.0,0,237000000000.0,1970000000000.0,2210000000000.0,100000000000.0,0.0,2012.0,0.26,16107692308.0,0.79695,1.0
2013-06-04,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,13.51,13.36,13.31,13.67,130055400.0,190,2012/12/31,149000000000.0,0,0,2,5000000,0.0,0.0,627000000000.0,0,158000000000.0,3753000000.0,0.0,0,0,5618000000,17826000000,3072000000,-731000000,2070000000,11858000000.0,69976000000.0,0,0.0,-1116000000,6684000000.0,12991000000,0,-37463000000.0,24061000000,120000000000.0,1550000000000.0,0,0,-28811000000,-9350000000,-16056000000.0,42416000000.0,-34979000000.0,4188000000,-43450000000,2760000000,6258000000,71467000000,0,0,0,150000000000.0,0,1110000000000.0,-2797000000,72469000000,2479000000,0.0,-6473000000,9433000000,3,1,4,0.0,0,62843000000.0,667000000,70829000000,324000000000.0,0.0,2210000000000.0,0.0,0,237000000000.0,1970000000000.0,2210000000000.0,100000000000.0,0.0,2012.0,0.26,16107692308.0,-0.8943,-1.0
2013-06-05,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,13.29,13.09,12.97,13.45,185778900.0,190,2012/12/31,149000000000.0,0,0,2,5000000,0.0,0.0,627000000000.0,0,158000000000.0,3753000000.0,0.0,0,0,5618000000,17826000000,3072000000,-731000000,2070000000,11858000000.0,69976000000.0,0,0.0,-1116000000,6684000000.0,12991000000,0,-37463000000.0,24061000000,120000000000.0,1550000000000.0,0,0,-28811000000,-9350000000,-16056000000.0,42416000000.0,-34979000000.0,4188000000,-43450000000,2760000000,6258000000,71467000000,0,0,0,150000000000.0,0,1110000000000.0,-2797000000,72469000000,2479000000,0.0,-6473000000,9433000000,3,1,4,0.0,0,62843000000.0,667000000,70829000000,324000000000.0,0.0,2210000000000.0,0.0,0,237000000000.0,1970000000000.0,2210000000000.0,100000000000.0,0.0,2012.0,0.26,16107692308.0,0.8417,1.0
2013-06-06,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,13.08,13.2,12.85,13.24,142361900.0,190,2012/12/31,149000000000.0,0,0,2,5000000,0.0,0.0,627000000000.0,0,158000000000.0,3753000000.0,0.0,0,0,5618000000,17826000000,3072000000,-731000000,2070000000,11858000000.0,69976000000.0,0,0.0,-1116000000,6684000000.0,12991000000,0,-37463000000.0,24061000000,120000000000.0,1550000000000.0,0,0,-28811000000,-9350000000,-16056000000.0,42416000000.0,-34979000000.0,4188000000,-43450000000,2760000000,6258000000,71467000000,0,0,0,150000000000.0,0,1110000000000.0,-2797000000,72469000000,2479000000,0.0,-6473000000,9433000000,3,1,4,0.0,0,62843000000.0,667000000,70829000000,324000000000.0,0.0,2210000000000.0,0.0,0,237000000000.0,1970000000000.0,2210000000000.0,100000000000.0,0.0,2012.0,0.26,16107692308.0,0.2732,1.0
2013-06-07,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,13.33,13.38,13.15,13.39,121057300.0,190,2012/12/31,149000000000.0,0,0,2,5000000,0.0,0.0,627000000000.0,0,158000000000.0,3753000000.0,0.0,0,0,5618000000,17826000000,3072000000,-731000000,2070000000,11858000000.0,69976000000.0,0,0.0,-1116000000,6684000000.0,12991000000,0,-37463000000.0,24061000000,120000000000.0,1550000000000.0,0,0,-28811000000,-9350000000,-16056000000.0,42416000000.0,-34979000000.0,4188000000,-43450000000,2760000000,6258000000,71467000000,0,0,0,150000000000.0,0,1110000000000.0,-2797000000,72469000000,2479000000,0.0,-6473000000,9433000000,3,1,4,0.0,0,62843000000.0,667000000,70829000000,324000000000.0,0.0,2210000000000.0,0.0,0,237000000000.0,1970000000000.0,2210000000000.0,100000000000.0,0.0,2012.0,0.26,16107692308.0,0.9916,1.0
2013-06-10,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,13.49,13.3,13.26,13.55,104648500.0,190,2012/12/31,149000000000.0,0,0,2,5000000,0.0,0.0,627000000000.0,0,158000000000.0,3753000000.0,0.0,0,0,5618000000,17826000000,3072000000,-731000000,2070000000,11858000000.0,69976000000.0,0,0.0,-1116000000,6684000000.0,12991000000,0,-37463000000.0,24061000000,120000000000.0,1550000000000.0,0,0,-28811000000,-9350000000,-16056000000.0,42416000000.0,-34979000000.0,4188000000,-43450000000,2760000000,6258000000,71467000000,0,0,0,150000000000.0,0,1110000000000.0,-2797000000,72469000000,2479000000,0.0,-6473000000,9433000000,3,1,4,0.0,0,62843000000.0,667000000,70829000000,324000000000.0,0.0,2210000000000.0,0.0,0,237000000000.0,1970000000000.0,2210000000000.0,100000000000.0,0.0,2012.0,0.26,16107692308.0,0.0,0.0
2013-06-11,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,13.11,13.12,13.07,13.28,106369100.0,190,2012/12/31,149000000000.0,0,0,2,5000000,0.0,0.0,627000000000.0,0,158000000000.0,3753000000.0,0.0,0,0,5618000000,17826000000,3072000000,-731000000,2070000000,11858000000.0,69976000000.0,0,0.0,-1116000000,6684000000.0,12991000000,0,-37463000000.0,24061000000,120000000000.0,1550000000000.0,0,0,-28811000000,-9350000000,-16056000000.0,42416000000.0,-34979000000.0,4188000000,-43450000000,2760000000,6258000000,71467000000,0,0,0,150000000000.0,0,1110000000000.0,-2797000000,72469000000,2479000000,0.0,-6473000000,9433000000,3,1,4,0.0,0,62843000000.0,667000000,70829000000,324000000000.0,0.0,2210000000000.0,0.0,0,237000000000.0,1970000000000.0,2210000000000.0,100000000000.0,0.0,2012.0,0.26,16107692308.0,0.0,0.0
2013-06-12,BAC,Bank of America Corp,reports,Financials,Banks,"Charlotte, North Carolina",1976-06-30,70858,13.24,13.06,12.97,13.25,117289400.0,190,2012/12/31,149000000000.0,0,0,2,5000000,0.0,0.0,627000000000.0,0,158000000000.0,3753000000.0,0.0,0,0,5618000000,17826000000,3072000000,-731000000,2070000000,11858000000.0,69976000000.0,0,0.0,-1116000000,6684000000.0,12991000000,0,-37463000000.0,24061000000,120000000000.0,1550000000000.0,0,0,-28811000000,-9350000000,-16056000000.0,42416000000.0,-34979000000.0,4188000000,-43450000000,2760000000,6258000000,71467000000,0,0,0,150000000000.0,0,1110000000000.0,-2797000000,72469000000,2479000000,0.0,-6473000000,9433000000,3,1,4,0.0,0,62843000000.0,667000000,70829000000,324000000000.0,0.0,2210000000000.0,0.0,0,237000000000.0,1970000000000.0,2210000000000.0,100000000000.0,0.0,2012.0,0.26,16107692308.0,-0.3169,-1.0
