date,GICS Sector,GICS Sub Industry,Address of Headquarters,Date first added,CIK,open,low,high,volume,SMA_100,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,CUMLOGRET_1,SMA_55_CUMLOGRET,Unnamed: 0,Accounts Payable,Accounts Receivable,Add'l income/expense items,After Tax ROE,Capital Expenditures,Capital Surplus,Cash Ratio,Cash and Cash Equivalents,Changes in Inventories,Common Stocks,Cost of Revenue,Current Ratio,Deferred Asset Charges,Deferred Liability Charges,Depreciation,Earnings Before Interest and Tax,Earnings Before Tax,Effect of Exchange Rate,Equity Earnings/Loss Unconsolidated Subsidiary,Fixed Assets,Goodwill,Gross Margin,Gross Profit,Income Tax,Intangible Assets,Interest Expense,Inventory,Investments,Liabilities,Long-Term Debt,Long-Term Investments,Minority Interest,Misc. Stocks,Net Borrowings,Net Cash Flow,Net Cash Flow-Operating,Net Cash Flows-Financing,Net Cash Flows-Investing,Net Income,Net Income Adjustments,Net Income Applicable to Common Shareholders,Net Income-Cont. Operations,Net Receivables,Non-Recurring Items,Operating Income,Operating Margin,Other Assets,Other Current Assets,Other Current Liabilities,Other Equity,Other Financing Activities,Other Investing Activities,Other Liabilities,Other Operating Activities,Other Operating Items,Pre-Tax Margin,Pre-Tax ROE,Profit Margin,Quick Ratio,Research and Development,Retained Earnings,Sale and Purchase of Stock,"Sales, General and Admin.",Short-Term Debt / Current Portion of Long-Term Debt,Short-Term Investments,Total Assets,Total Current Assets,Total Current Liabilities,Total Equity,Total Liabilities,Total Liabilities & Equity,Total Revenue,Treasury Stock,Earnings Per Share,Estimated Shares Outstanding,close
2014-03-19,0,0,0,0,70858,17.16,17.120001,17.49,105006500.0,15.956500039999998,16.002502815942865,16.87450015,17.746497484057134,10.335089351457135,0.8242560658809004,61.34363722378726,0.1912243658153904,0.025464887350527,0.1657594784648634,0.1057429090753401,0.0624480542364518,191,135662000000.0,0.0,0.0,5.0,0.0,0.0,10.0,577793000000.0,0.0,155293000000.0,3034000000.0,102.0,0.0,0.0,4260000000.0,27531000000.0,16172000000.0,-1863000000.0,2901000000.0,10475000000.0,69844000000.0,0.0,0.0,4741000000.0,5574000000.0,9721000000.0,0.0,25546000000.0,-12919000000.0,120876000000.0,1499652000000.0,0.0,0.0,-99088000000.0,20570000000.0,92817000000.0,-95442000000.0,25058000000.0,11431000000.0,6196000000.0,10082000000.0,14332000000.0,59448000000.0,0.0,0.0,0.0,124090000000.0,0.0,1119271000000.0,-8457000000.0,13996000000.0,-488000000.0,0.0,37960000000.0,4642000000.0,16.0,7.0,11.0,60.0,0.0,72497000000.0,-8673000000.0,68128000000.0,244105000000.0,11540000000.0,2102273000000.0,0.0,0.0,232685000000.0,1869588000000.0,2102273000000.0,101697000000.0,0.0,0.94,12160638297.9,17.440001
2014-03-20,0,0,0,0,70858,17.440001,17.43,18.0,167048700.0,15.99400004,16.013832004082523,16.9555002,17.897168395917475,11.107524812715065,1.0121229559315643,67.87060656517241,0.2419449230738486,0.0609483556871881,0.1809965673866604,0.1328938408018432,0.0650389644656751,191,135662000000.0,0.0,0.0,5.0,0.0,0.0,10.0,577793000000.0,0.0,155293000000.0,3034000000.0,102.0,0.0,0.0,4260000000.0,27531000000.0,16172000000.0,-1863000000.0,2901000000.0,10475000000.0,69844000000.0,0.0,0.0,4741000000.0,5574000000.0,9721000000.0,0.0,25546000000.0,-12919000000.0,120876000000.0,1499652000000.0,0.0,0.0,-99088000000.0,20570000000.0,92817000000.0,-95442000000.0,25058000000.0,11431000000.0,6196000000.0,10082000000.0,14332000000.0,59448000000.0,0.0,0.0,0.0,124090000000.0,0.0,1119271000000.0,-8457000000.0,13996000000.0,-488000000.0,0.0,37960000000.0,4642000000.0,16.0,7.0,11.0,60.0,0.0,72497000000.0,-8673000000.0,68128000000.0,244105000000.0,11540000000.0,2102273000000.0,0.0,0.0,232685000000.0,1869588000000.0,2102273000000.0,101697000000.0,0.0,0.94,12160638297.9,17.92
2014-03-21,0,0,0,0,70858,18.030001,17.559999,18.030001,155721000.0,16.02700003,16.094275295097166,17.019000100000003,17.94372490490284,10.866969850982455,0.7925188646025572,59.72547250742742,0.2502080158196591,0.0553691587463989,0.1948388570732602,0.1125999645144196,0.0672258289277379,191,135662000000.0,0.0,0.0,5.0,0.0,0.0,10.0,577793000000.0,0.0,155293000000.0,3034000000.0,102.0,0.0,0.0,4260000000.0,27531000000.0,16172000000.0,-1863000000.0,2901000000.0,10475000000.0,69844000000.0,0.0,0.0,4741000000.0,5574000000.0,9721000000.0,0.0,25546000000.0,-12919000000.0,120876000000.0,1499652000000.0,0.0,0.0,-99088000000.0,20570000000.0,92817000000.0,-95442000000.0,25058000000.0,11431000000.0,6196000000.0,10082000000.0,14332000000.0,59448000000.0,0.0,0.0,0.0,124090000000.0,0.0,1119271000000.0,-8457000000.0,13996000000.0,-488000000.0,0.0,37960000000.0,4642000000.0,16.0,7.0,11.0,60.0,0.0,72497000000.0,-8673000000.0,68128000000.0,244105000000.0,11540000000.0,2102273000000.0,0.0,0.0,232685000000.0,1869588000000.0,2102273000000.0,101697000000.0,0.0,0.94,12160638297.9,17.559999
2014-03-24,0,0,0,0,70858,17.620001,17.299999,17.65,118500000.0,16.058400040000002,16.15277310898807,17.0610001,17.96922709101193,10.646820065512212,0.6701121542620718,55.91174582881303,0.2386740398704283,0.0350681462377344,0.2036058936326938,0.1017210710785945,0.0686062901247037,191,135662000000.0,0.0,0.0,5.0,0.0,0.0,10.0,577793000000.0,0.0,155293000000.0,3034000000.0,102.0,0.0,0.0,4260000000.0,27531000000.0,16172000000.0,-1863000000.0,2901000000.0,10475000000.0,69844000000.0,0.0,0.0,4741000000.0,5574000000.0,9721000000.0,0.0,25546000000.0,-12919000000.0,120876000000.0,1499652000000.0,0.0,0.0,-99088000000.0,20570000000.0,92817000000.0,-95442000000.0,25058000000.0,11431000000.0,6196000000.0,10082000000.0,14332000000.0,59448000000.0,0.0,0.0,0.0,124090000000.0,0.0,1119271000000.0,-8457000000.0,13996000000.0,-488000000.0,0.0,37960000000.0,4642000000.0,16.0,7.0,11.0,60.0,0.0,72497000000.0,-8673000000.0,68128000000.0,244105000000.0,11540000000.0,2102273000000.0,0.0,0.0,232685000000.0,1869588000000.0,2102273000000.0,101697000000.0,0.0,0.94,12160638297.9,17.370001
2014-03-25,0,0,0,0,70858,17.49,17.200001,17.58,98348600.0,16.08900003,16.257281547957696,17.104500050000002,17.95171855204231,9.906381356551911,0.5622619488040462,52.85115336065106,0.214153824641027,0.0084383448066665,0.2057154798343605,0.0924669853727527,0.0694717382522618,191,135662000000.0,0.0,0.0,5.0,0.0,0.0,10.0,577793000000.0,0.0,155293000000.0,3034000000.0,102.0,0.0,0.0,4260000000.0,27531000000.0,16172000000.0,-1863000000.0,2901000000.0,10475000000.0,69844000000.0,0.0,0.0,4741000000.0,5574000000.0,9721000000.0,0.0,25546000000.0,-12919000000.0,120876000000.0,1499652000000.0,0.0,0.0,-99088000000.0,20570000000.0,92817000000.0,-95442000000.0,25058000000.0,11431000000.0,6196000000.0,10082000000.0,14332000000.0,59448000000.0,0.0,0.0,0.0,124090000000.0,0.0,1119271000000.0,-8457000000.0,13996000000.0,-488000000.0,0.0,37960000000.0,4642000000.0,16.0,7.0,11.0,60.0,0.0,72497000000.0,-8673000000.0,68128000000.0,244105000000.0,11540000000.0,2102273000000.0,0.0,0.0,232685000000.0,1869588000000.0,2102273000000.0,101697000000.0,0.0,0.94,12160638297.9,17.209999
2014-03-26,0,0,0,0,70858,17.379999,17.18,17.4,97573700.0,16.11910003,16.37776395282124,17.14700005,17.916236147178758,8.972252813153268,0.5214498189314248,52.27339109160629,0.1901092477559878,-0.0124849856626981,0.2025942334186859,0.0907223498111681,0.0700305615216693,191,135662000000.0,0.0,0.0,5.0,0.0,0.0,10.0,577793000000.0,0.0,155293000000.0,3034000000.0,102.0,0.0,0.0,4260000000.0,27531000000.0,16172000000.0,-1863000000.0,2901000000.0,10475000000.0,69844000000.0,0.0,0.0,4741000000.0,5574000000.0,9721000000.0,0.0,25546000000.0,-12919000000.0,120876000000.0,1499652000000.0,0.0,0.0,-99088000000.0,20570000000.0,92817000000.0,-95442000000.0,25058000000.0,11431000000.0,6196000000.0,10082000000.0,14332000000.0,59448000000.0,0.0,0.0,0.0,124090000000.0,0.0,1119271000000.0,-8457000000.0,13996000000.0,-488000000.0,0.0,37960000000.0,4642000000.0,16.0,7.0,11.0,60.0,0.0,72497000000.0,-8673000000.0,68128000000.0,244105000000.0,11540000000.0,2102273000000.0,0.0,0.0,232685000000.0,1869588000000.0,2102273000000.0,101697000000.0,0.0,0.94,12160638297.9,17.18
2014-03-27,0,0,0,0,70858,17.280001,16.83,17.49,175139500.0,16.149500030000002,16.461351145832502,17.173000050000002,17.884648954167503,8.287997462243066,0.3854772001717045,49.00409745573454,0.1555431633274686,-0.0376408560729738,0.1931840194004425,0.0807778396628293,0.0705840347126008,191,135662000000.0,0.0,0.0,5.0,0.0,0.0,10.0,577793000000.0,0.0,155293000000.0,3034000000.0,102.0,0.0,0.0,4260000000.0,27531000000.0,16172000000.0,-1863000000.0,2901000000.0,10475000000.0,69844000000.0,0.0,0.0,4741000000.0,5574000000.0,9721000000.0,0.0,25546000000.0,-12919000000.0,120876000000.0,1499652000000.0,0.0,0.0,-99088000000.0,20570000000.0,92817000000.0,-95442000000.0,25058000000.0,11431000000.0,6196000000.0,10082000000.0,14332000000.0,59448000000.0,0.0,0.0,0.0,124090000000.0,0.0,1119271000000.0,-8457000000.0,13996000000.0,-488000000.0,0.0,37960000000.0,4642000000.0,16.0,7.0,11.0,60.0,0.0,72497000000.0,-8673000000.0,68128000000.0,244105000000.0,11540000000.0,2102273000000.0,0.0,0.0,232685000000.0,1869588000000.0,2102273000000.0,101697000000.0,0.0,0.94,12160638297.9,17.01
2014-03-28,0,0,0,0,70858,17.09,16.85,17.15,79909500.0,16.17910003,16.540382132740522,17.195500000000003,17.850617867259484,7.619643130580451,0.3355257803443129,48.42848372800025,0.1242957391931298,-0.0551106241658501,0.17940636335898,0.0790126141382601,0.0710174716430745,191,135662000000.0,0.0,0.0,5.0,0.0,0.0,10.0,577793000000.0,0.0,155293000000.0,3034000000.0,102.0,0.0,0.0,4260000000.0,27531000000.0,16172000000.0,-1863000000.0,2901000000.0,10475000000.0,69844000000.0,0.0,0.0,4741000000.0,5574000000.0,9721000000.0,0.0,25546000000.0,-12919000000.0,120876000000.0,1499652000000.0,0.0,0.0,-99088000000.0,20570000000.0,92817000000.0,-95442000000.0,25058000000.0,11431000000.0,6196000000.0,10082000000.0,14332000000.0,59448000000.0,0.0,0.0,0.0,124090000000.0,0.0,1119271000000.0,-8457000000.0,13996000000.0,-488000000.0,0.0,37960000000.0,4642000000.0,16.0,7.0,11.0,60.0,0.0,72497000000.0,-8673000000.0,68128000000.0,244105000000.0,11540000000.0,2102273000000.0,0.0,0.0,232685000000.0,1869588000000.0,2102273000000.0,101697000000.0,0.0,0.94,12160638297.9,16.98
2014-03-31,0,0,0,0,70858,17.15,17.120001,17.27,62115800.0,16.21070004,16.72991315578524,17.2405001,17.751087044214756,5.923110597177607,0.4603406428044468,52.80642294512042,0.1159476007494966,-0.0507670100875867,0.1667146108370833,0.0918858752139993,0.0714128613477332,191,135662000000.0,0.0,0.0,5.0,0.0,0.0,10.0,577793000000.0,0.0,155293000000.0,3034000000.0,102.0,0.0,0.0,4260000000.0,27531000000.0,16172000000.0,-1863000000.0,2901000000.0,10475000000.0,69844000000.0,0.0,0.0,4741000000.0,5574000000.0,9721000000.0,0.0,25546000000.0,-12919000000.0,120876000000.0,1499652000000.0,0.0,0.0,-99088000000.0,20570000000.0,92817000000.0,-95442000000.0,25058000000.0,11431000000.0,6196000000.0,10082000000.0,14332000000.0,59448000000.0,0.0,0.0,0.0,124090000000.0,0.0,1119271000000.0,-8457000000.0,13996000000.0,-488000000.0,0.0,37960000000.0,4642000000.0,16.0,7.0,11.0,60.0,0.0,72497000000.0,-8673000000.0,68128000000.0,244105000000.0,11540000000.0,2102273000000.0,0.0,0.0,232685000000.0,1869588000000.0,2102273000000.0,101697000000.0,0.0,0.94,12160638297.9,17.200001
2014-04-01,0,0,0,0,70858,17.280001,17.26,17.4,57423800.0,16.24480004,16.81620783621074,17.271000100000002,17.725792363789264,5.26654230972139,0.5758587002174366,55.40101884093508,0.1192537076583342,-0.0379687225429993,0.1572224302013335,0.0999924046074545,0.0720205776298655,191,135662000000.0,0.0,0.0,5.0,0.0,0.0,10.0,577793000000.0,0.0,155293000000.0,3034000000.0,102.0,0.0,0.0,4260000000.0,27531000000.0,16172000000.0,-1863000000.0,2901000000.0,10475000000.0,69844000000.0,0.0,0.0,4741000000.0,5574000000.0,9721000000.0,0.0,25546000000.0,-12919000000.0,120876000000.0,1499652000000.0,0.0,0.0,-99088000000.0,20570000000.0,92817000000.0,-95442000000.0,25058000000.0,11431000000.0,6196000000.0,10082000000.0,14332000000.0,59448000000.0,0.0,0.0,0.0,124090000000.0,0.0,1119271000000.0,-8457000000.0,13996000000.0,-488000000.0,0.0,37960000000.0,4642000000.0,16.0,7.0,11.0,60.0,0.0,72497000000.0,-8673000000.0,68128000000.0,244105000000.0,11540000000.0,2102273000000.0,0.0,0.0,232685000000.0,1869588000000.0,2102273000000.0,101697000000.0,0.0,0.94,12160638297.9,17.34
2014-04-02,0,0,0,0,70858,17.35,17.129999,17.379999,65349000.0,16.27750004,16.814939660055412,17.2700001,17.72506053994459,5.26995295089302,0.4560496842959245,52.938330216668376,0.1117100169725695,-0.0364099305830112,0.1481199475555807,0.093628483794897,0.0728849979660593,191,135662000000.0,0.0,0.0,5.0,0.0,0.0,10.0,577793000000.0,0.0,155293000000.0,3034000000.0,102.0,0.0,0.0,4260000000.0,27531000000.0,16172000000.0,-1863000000.0,2901000000.0,10475000000.0,69844000000.0,0.0,0.0,4741000000.0,5574000000.0,9721000000.0,0.0,25546000000.0,-12919000000.0,120876000000.0,1499652000000.0,0.0,0.0,-99088000000.0,20570000000.0,92817000000.0,-95442000000.0,25058000000.0,11431000000.0,6196000000.0,10082000000.0,14332000000.0,59448000000.0,0.0,0.0,0.0,124090000000.0,0.0,1119271000000.0,-8457000000.0,13996000000.0,-488000000.0,0.0,37960000000.0,4642000000.0,16.0,7.0,11.0,60.0,0.0,72497000000.0,-8673000000.0,68128000000.0,244105000000.0,11540000000.0,2102273000000.0,0.0,0.0,232685000000.0,1869588000000.0,2102273000000.0,101697000000.0,0.0,0.94,12160638297.9,17.23
2014-04-03,0,0,0,0,70858,17.209999,17.030001,17.24,56534500.0,16.31100004,16.803623049741596,17.2600001,17.716377150258403,5.288262428902344,0.3794855044335403,51.15726011101416,0.0981449029940115,-0.0399800356492553,0.1381249386432669,0.0889746068670075,0.0732923906529108,191,135662000000.0,0.0,0.0,5.0,0.0,0.0,10.0,577793000000.0,0.0,155293000000.0,3034000000.0,102.0,0.0,0.0,4260000000.0,27531000000.0,16172000000.0,-1863000000.0,2901000000.0,10475000000.0,69844000000.0,0.0,0.0,4741000000.0,5574000000.0,9721000000.0,0.0,25546000000.0,-12919000000.0,120876000000.0,1499652000000.0,0.0,0.0,-99088000000.0,20570000000.0,92817000000.0,-95442000000.0,25058000000.0,11431000000.0,6196000000.0,10082000000.0,14332000000.0,59448000000.0,0.0,0.0,0.0,124090000000.0,0.0,1119271000000.0,-8457000000.0,13996000000.0,-488000000.0,0.0,37960000000.0,4642000000.0,16.0,7.0,11.0,60.0,0.0,72497000000.0,-8673000000.0,68128000000.0,244105000000.0,11540000000.0,2102273000000.0,0.0,0.0,232685000000.0,1869588000000.0,2102273000000.0,101697000000.0,0.0,0.94,12160638297.9,17.15
2014-04-04,0,0,0,0,70858,17.209999,16.700001,17.219999,110409600.0,16.33500003,16.717739129058597,17.229500050000002,17.741260970941408,5.940519683754904,0.0022079362148712,42.81842114695701,0.0520964301846653,-0.0688228067668812,0.1209192369515466,0.0635819811030002,0.0728307065481107,191,135662000000.0,0.0,0.0,5.0,0.0,0.0,10.0,577793000000.0,0.0,155293000000.0,3034000000.0,102.0,0.0,0.0,4260000000.0,27531000000.0,16172000000.0,-1863000000.0,2901000000.0,10475000000.0,69844000000.0,0.0,0.0,4741000000.0,5574000000.0,9721000000.0,0.0,25546000000.0,-12919000000.0,120876000000.0,1499652000000.0,0.0,0.0,-99088000000.0,20570000000.0,92817000000.0,-95442000000.0,25058000000.0,11431000000.0,6196000000.0,10082000000.0,14332000000.0,59448000000.0,0.0,0.0,0.0,124090000000.0,0.0,1119271000000.0,-8457000000.0,13996000000.0,-488000000.0,0.0,37960000000.0,4642000000.0,16.0,7.0,11.0,60.0,0.0,72497000000.0,-8673000000.0,68128000000.0,244105000000.0,11540000000.0,2102273000000.0,0.0,0.0,232685000000.0,1869588000000.0,2102273000000.0,101697000000.0,0.0,0.94,12160638297.9,16.719999
2014-04-07,0,0,0,0,70858,16.690001,16.190001,16.700001,129464900.0,16.35480002,16.55630731689026,17.17500005,17.793692783109744,7.204573290347593,-0.1424845544928871,37.59956563476807,-0.0116976317620824,-0.1060934949709032,0.0943958632088207,0.0430374506299193,0.0720698488938277,191,135662000000.0,0.0,0.0,5.0,0.0,0.0,10.0,577793000000.0,0.0,155293000000.0,3034000000.0,102.0,0.0,0.0,4260000000.0,27531000000.0,16172000000.0,-1863000000.0,2901000000.0,10475000000.0,69844000000.0,0.0,0.0,4741000000.0,5574000000.0,9721000000.0,0.0,25546000000.0,-12919000000.0,120876000000.0,1499652000000.0,0.0,0.0,-99088000000.0,20570000000.0,92817000000.0,-95442000000.0,25058000000.0,11431000000.0,6196000000.0,10082000000.0,14332000000.0,59448000000.0,0.0,0.0,0.0,124090000000.0,0.0,1119271000000.0,-8457000000.0,13996000000.0,-488000000.0,0.0,37960000000.0,4642000000.0,16.0,7.0,11.0,60.0,0.0,72497000000.0,-8673000000.0,68128000000.0,244105000000.0,11540000000.0,2102273000000.0,0.0,0.0,232685000000.0,1869588000000.0,2102273000000.0,101697000000.0,0.0,0.94,12160638297.9,16.379999
2014-04-08,0,0,0,0,70858,16.370001,16.25,16.5,75769700.0,16.37600003,16.43914324851585,17.1335001,17.827856951484147,8.105254004511876,0.0006176589762989,39.0122932042015,-0.0567589437515643,-0.120923845568308,0.0641649018167437,0.0466938837103413,0.0714501406037825,191,135662000000.0,0.0,0.0,5.0,0.0,0.0,10.0,577793000000.0,0.0,155293000000.0,3034000000.0,102.0,0.0,0.0,4260000000.0,27531000000.0,16172000000.0,-1863000000.0,2901000000.0,10475000000.0,69844000000.0,0.0,0.0,4741000000.0,5574000000.0,9721000000.0,0.0,25546000000.0,-12919000000.0,120876000000.0,1499652000000.0,0.0,0.0,-99088000000.0,20570000000.0,92817000000.0,-95442000000.0,25058000000.0,11431000000.0,6196000000.0,10082000000.0,14332000000.0,59448000000.0,0.0,0.0,0.0,124090000000.0,0.0,1119271000000.0,-8457000000.0,13996000000.0,-488000000.0,0.0,37960000000.0,4642000000.0,16.0,7.0,11.0,60.0,0.0,72497000000.0,-8673000000.0,68128000000.0,244105000000.0,11540000000.0,2102273000000.0,0.0,0.0,232685000000.0,1869588000000.0,2102273000000.0,101697000000.0,0.0,0.94,12160638297.9,16.440001
2014-04-09,0,0,0,0,70858,16.549999,16.35,16.629999,83096400.0,16.39580004,16.375090422918845,17.100500099999998,17.82590977708115,8.484075586551448,0.1688084573579206,43.168983732645714,-0.0770575905381782,-0.1129779938839376,0.0359204033457593,0.0575832828508307,0.0710284213890189,191,135662000000.0,0.0,0.0,5.0,0.0,0.0,10.0,577793000000.0,0.0,155293000000.0,3034000000.0,102.0,0.0,0.0,4260000000.0,27531000000.0,16172000000.0,-1863000000.0,2901000000.0,10475000000.0,69844000000.0,0.0,0.0,4741000000.0,5574000000.0,9721000000.0,0.0,25546000000.0,-12919000000.0,120876000000.0,1499652000000.0,0.0,0.0,-99088000000.0,20570000000.0,92817000000.0,-95442000000.0,25058000000.0,11431000000.0,6196000000.0,10082000000.0,14332000000.0,59448000000.0,0.0,0.0,0.0,124090000000.0,0.0,1119271000000.0,-8457000000.0,13996000000.0,-488000000.0,0.0,37960000000.0,4642000000.0,16.0,7.0,11.0,60.0,0.0,72497000000.0,-8673000000.0,68128000000.0,244105000000.0,11540000000.0,2102273000000.0,0.0,0.0,232685000000.0,1869588000000.0,2102273000000.0,101697000000.0,0.0,0.94,12160638297.9,16.620001
2014-04-10,0,0,0,0,70858,16.620001,16.1,16.620001,98390900.0,16.409000050000003,16.20768455202198,17.048500150000002,17.889315747978024,9.86380726257637,-0.0521419632514203,35.85803053839063,-0.131968979438934,-0.1343115062277547,0.0023425267888206,0.0270372323682784,0.0699022873072238,191,135662000000.0,0.0,0.0,5.0,0.0,0.0,10.0,577793000000.0,0.0,155293000000.0,3034000000.0,102.0,0.0,0.0,4260000000.0,27531000000.0,16172000000.0,-1863000000.0,2901000000.0,10475000000.0,69844000000.0,0.0,0.0,4741000000.0,5574000000.0,9721000000.0,0.0,25546000000.0,-12919000000.0,120876000000.0,1499652000000.0,0.0,0.0,-99088000000.0,20570000000.0,92817000000.0,-95442000000.0,25058000000.0,11431000000.0,6196000000.0,10082000000.0,14332000000.0,59448000000.0,0.0,0.0,0.0,124090000000.0,0.0,1119271000000.0,-8457000000.0,13996000000.0,-488000000.0,0.0,37960000000.0,4642000000.0,16.0,7.0,11.0,60.0,0.0,72497000000.0,-8673000000.0,68128000000.0,244105000000.0,11540000000.0,2102273000000.0,0.0,0.0,232685000000.0,1869588000000.0,2102273000000.0,101697000000.0,0.0,0.94,12160638297.9,16.120001
2014-04-11,0,0,0,0,70858,15.86,15.62,16.129999,133757100.0,16.41750005,15.99155310899875,16.9970002,18.00244729100125,11.830876968528251,-0.1101764135485843,31.79835937971635,-0.2014071105783976,-0.1629997098937746,-0.0384074006846229,0.0050858342300057,0.0686871125633921,191,135662000000.0,0.0,0.0,5.0,0.0,0.0,10.0,577793000000.0,0.0,155293000000.0,3034000000.0,102.0,0.0,0.0,4260000000.0,27531000000.0,16172000000.0,-1863000000.0,2901000000.0,10475000000.0,69844000000.0,0.0,0.0,4741000000.0,5574000000.0,9721000000.0,0.0,25546000000.0,-12919000000.0,120876000000.0,1499652000000.0,0.0,0.0,-99088000000.0,20570000000.0,92817000000.0,-95442000000.0,25058000000.0,11431000000.0,6196000000.0,10082000000.0,14332000000.0,59448000000.0,0.0,0.0,0.0,124090000000.0,0.0,1119271000000.0,-8457000000.0,13996000000.0,-488000000.0,0.0,37960000000.0,4642000000.0,16.0,7.0,11.0,60.0,0.0,72497000000.0,-8673000000.0,68128000000.0,244105000000.0,11540000000.0,2102273000000.0,0.0,0.0,232685000000.0,1869588000000.0,2102273000000.0,101697000000.0,0.0,0.94,12160638297.9,15.77
2014-04-14,0,0,0,0,70858,16.049999,15.78,16.219999,99249400.0,16.42830005,15.848407805226351,16.94150015,18.034592494773648,12.904315852733363,0.0693409827168077,36.85742105169809,-0.235167388701015,-0.1574079904131136,-0.0777593982879014,0.01956515549484,0.0681828068222672,191,135662000000.0,0.0,0.0,5.0,0.0,0.0,10.0,577793000000.0,0.0,155293000000.0,3034000000.0,102.0,0.0,0.0,4260000000.0,27531000000.0,16172000000.0,-1863000000.0,2901000000.0,10475000000.0,69844000000.0,0.0,0.0,4741000000.0,5574000000.0,9721000000.0,0.0,25546000000.0,-12919000000.0,120876000000.0,1499652000000.0,0.0,0.0,-99088000000.0,20570000000.0,92817000000.0,-95442000000.0,25058000000.0,11431000000.0,6196000000.0,10082000000.0,14332000000.0,59448000000.0,0.0,0.0,0.0,124090000000.0,0.0,1119271000000.0,-8457000000.0,13996000000.0,-488000000.0,0.0,37960000000.0,4642000000.0,16.0,7.0,11.0,60.0,0.0,72497000000.0,-8673000000.0,68128000000.0,244105000000.0,11540000000.0,2102273000000.0,0.0,0.0,232685000000.0,1869588000000.0,2102273000000.0,101697000000.0,0.0,0.94,12160638297.9,16.0
2014-04-15,0,0,0,0,70858,16.09,15.96,16.41,134956600.0,16.44020004,15.789326047695129,16.90150005,18.01367405230487,13.16065436812955,0.2700445034050585,44.39007172468576,-0.2278267474728537,-0.1200538793479618,-0.1077728681248918,0.0436477649979826,0.0682717700299414,191,135662000000.0,0.0,0.0,5.0,0.0,0.0,10.0,577793000000.0,0.0,155293000000.0,3034000000.0,102.0,0.0,0.0,4260000000.0,27531000000.0,16172000000.0,-1863000000.0,2901000000.0,10475000000.0,69844000000.0,0.0,0.0,4741000000.0,5574000000.0,9721000000.0,0.0,25546000000.0,-12919000000.0,120876000000.0,1499652000000.0,0.0,0.0,-99088000000.0,20570000000.0,92817000000.0,-95442000000.0,25058000000.0,11431000000.0,6196000000.0,10082000000.0,14332000000.0,59448000000.0,0.0,0.0,0.0,124090000000.0,0.0,1119271000000.0,-8457000000.0,13996000000.0,-488000000.0,0.0,37960000000.0,4642000000.0,16.0,7.0,11.0,60.0,0.0,72497000000.0,-8673000000.0,68128000000.0,244105000000.0,11540000000.0,2102273000000.0,0.0,0.0,232685000000.0,1869588000000.0,2102273000000.0,101697000000.0,0.0,0.94,12160638297.9,16.389999
2014-04-16,0,0,0,0,70858,16.200001,15.78,16.219999,172948900.0,16.45010003,15.70426849846088,16.835999949999998,17.96773140153912,13.444184543836617,0.1880881285750883,40.88806773258133,-0.2402199573656283,-0.1059576713925891,-0.1342622859730391,0.0276572633958943,0.0676077212143433,191,135662000000.0,0.0,0.0,5.0,0.0,0.0,10.0,577793000000.0,0.0,155293000000.0,3034000000.0,102.0,0.0,0.0,4260000000.0,27531000000.0,16172000000.0,-1863000000.0,2901000000.0,10475000000.0,69844000000.0,0.0,0.0,4741000000.0,5574000000.0,9721000000.0,0.0,25546000000.0,-12919000000.0,120876000000.0,1499652000000.0,0.0,0.0,-99088000000.0,20570000000.0,92817000000.0,-95442000000.0,25058000000.0,11431000000.0,6196000000.0,10082000000.0,14332000000.0,59448000000.0,0.0,0.0,0.0,124090000000.0,0.0,1119271000000.0,-8457000000.0,13996000000.0,-488000000.0,0.0,37960000000.0,4642000000.0,16.0,7.0,11.0,60.0,0.0,72497000000.0,-8673000000.0,68128000000.0,244105000000.0,11540000000.0,2102273000000.0,0.0,0.0,232685000000.0,1869588000000.0,2102273000000.0,101697000000.0,0.0,0.94,12160638297.9,16.129999
2014-04-17,0,0,0,0,70858,16.139999,15.93,16.25,104765500.0,16.45570003,15.694601548917134,16.747499949999998,17.800398351082862,12.573797930751612,0.2162594465973664,41.27189851110537,-0.2455966664569437,-0.0890675043871236,-0.1565291620698201,0.0288964829237242,0.067020623991399,191,135662000000.0,0.0,0.0,5.0,0.0,0.0,10.0,577793000000.0,0.0,155293000000.0,3034000000.0,102.0,0.0,0.0,4260000000.0,27531000000.0,16172000000.0,-1863000000.0,2901000000.0,10475000000.0,69844000000.0,0.0,0.0,4741000000.0,5574000000.0,9721000000.0,0.0,25546000000.0,-12919000000.0,120876000000.0,1499652000000.0,0.0,0.0,-99088000000.0,20570000000.0,92817000000.0,-95442000000.0,25058000000.0,11431000000.0,6196000000.0,10082000000.0,14332000000.0,59448000000.0,0.0,0.0,0.0,124090000000.0,0.0,1119271000000.0,-8457000000.0,13996000000.0,-488000000.0,0.0,37960000000.0,4642000000.0,16.0,7.0,11.0,60.0,0.0,72497000000.0,-8673000000.0,68128000000.0,244105000000.0,11540000000.0,2102273000000.0,0.0,0.0,232685000000.0,1869588000000.0,2102273000000.0,101697000000.0,0.0,0.94,12160638297.9,16.15
